,Date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,uniqueCasePositivityBySpecimenDateRollingSum,uniquePeopleTestedBySpecimenDateRollingSum,covidOccupiedMVBeds,hospitalCases,newAdmissions,cumAdmissions,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
283,2021-01-14,8912.0,573597.0,39458.0,337845.0,1320.0,54912.0,21.2,352715.0,1163.0,7840.0,763.0,55715.0,196.0,11357.0
284,2021-01-13,9308.0,564685.0,30898.0,298387.0,1956.0,53592.0,21.4,363948.0,1138.0,7686.0,804.0,54952.0,198.0,11161.0
285,2021-01-12,9820.0,555377.0,18400.0,267489.0,2560.0,51636.0,21.8,376697.0,1085.0,7606.0,875.0,54148.0,192.0,10963.0
286,2021-01-11,11535.0,545557.0,13497.0,249089.0,3325.0,49076.0,22.5,387320.0,1073.0,7799.0,795.0,53273.0,184.0,10771.0
287,2021-01-10,7462.0,534022.0,11474.0,235592.0,5137.0,45751.0,23.1,401746.0,1044.0,7494.0,734.0,52478.0,192.0,10587.0
288,2021-01-09,8727.0,526560.0,17972.0,224118.0,5953.0,40614.0,23.9,412487.0,1020.0,7224.0,832.0,51744.0,179.0,10395.0
289,2021-01-08,10514.0,517833.0,26589.0,206146.0,9405.0,34661.0,24.3,426094.0,1015.0,7277.0,813.0,50912.0,175.0,10216.0
290,2021-01-07,12054.0,507319.0,21581.0,179557.0,10737.0,25256.0,25.1,397154.0,961.0,7231.0,820.0,50099.0,186.0,10041.0
291,2021-01-06,13535.0,495265.0,14748.0,157976.0,8925.0,14519.0,25.7,388825.0,908.0,7034.0,977.0,49279.0,160.0,9855.0
292,2021-01-05,14528.0,481730.0,10013.0,143228.0,3734.0,5594.0,25.8,401845.0,866.0,6816.0,913.0,48302.0,177.0,9695.0
293,2021-01-04,17217.0,467202.0,4507.0,133215.0,715.0,1860.0,26.2,414153.0,814.0,6733.0,830.0,47389.0,160.0,9518.0
294,2021-01-03,13106.0,449985.0,844.0,128708.0,93.0,1145.0,26.3,386130.0,772.0,6358.0,865.0,46559.0,136.0,9358.0
295,2021-01-02,13623.0,436879.0,3018.0,127864.0,134.0,1052.0,26.5,382085.0,713.0,5861.0,828.0,45694.0,146.0,9222.0
296,2021-01-01,6737.0,423256.0,2961.0,124846.0,17.0,918.0,27.5,361314.0,657.0,5511.0,796.0,44866.0,135.0,9076.0
297,2020-12-31,12391.0,416519.0,12414.0,121885.0,323.0,901.0,27.8,347997.0,664.0,5685.0,708.0,44070.0,129.0,8941.0
298,2020-12-30,17298.0,404128.0,14962.0,109471.0,324.0,578.0,27.7,336681.0,640.0,5524.0,681.0,43362.0,124.0,8812.0
299,2020-12-29,19865.0,386830.0,7077.0,94509.0,254.0,254.0,26.6,329362.0,599.0,5371.0,679.0,42681.0,109.0,8688.0
300,2020-12-28,10667.0,366965.0,1095.0,87432.0,-999.0,-999.0,24.1,334296.0,556.0,4957.0,739.0,42002.0,102.0,8579.0
301,2020-12-27,13123.0,356298.0,998.0,86337.0,-999.0,-999.0,21.6,384173.0,520.0,4591.0,629.0,41263.0,103.0,8477.0
302,2020-12-26,11861.0,343175.0,823.0,85339.0,-999.0,-999.0,19.6,398994.0,489.0,4276.0,607.0,40634.0,93.0,8374.0
303,2020-12-25,4322.0,331314.0,195.0,84516.0,-999.0,-999.0,17.7,411622.0,455.0,4019.0,578.0,40027.0,88.0,8281.0
304,2020-12-24,9406.0,326992.0,2286.0,84321.0,-999.0,-999.0,16.9,468836.0,462.0,3966.0,492.0,39449.0,65.0,8193.0
305,2020-12-23,12312.0,317586.0,6127.0,82035.0,-999.0,-999.0,16.2,493908.0,411.0,3578.0,511.0,38957.0,69.0,8128.0
306,2020-12-22,13318.0,305274.0,7018.0,75908.0,-999.0,-999.0,15.7,493766.0,400.0,3559.0,508.0,38446.0,75.0,8059.0
307,2020-12-21,13220.0,291956.0,7703.0,68890.0,-999.0,-999.0,15.2,477611.0,378.0,3367.0,505.0,37938.0,63.0,7984.0
308,2020-12-20,8879.0,278736.0,9018.0,61187.0,-999.0,-999.0,14.9,453328.0,355.0,3067.0,413.0,37433.0,52.0,7921.0
309,2020-12-19,7143.0,269857.0,7076.0,52169.0,-999.0,-999.0,14.9,432546.0,322.0,2909.0,404.0,37020.0,47.0,7869.0
310,2020-12-18,10772.0,262714.0,10384.0,45093.0,-999.0,-999.0,14.8,417370.0,311.0,2726.0,357.0,36616.0,43.0,7822.0
311,2020-12-17,10135.0,251942.0,11767.0,34709.0,-999.0,-999.0,14.5,388012.0,301.0,2607.0,366.0,36259.0,61.0,7779.0
312,2020-12-16,9960.0,241807.0,11329.0,22942.0,-999.0,-999.0,14.0,360961.0,291.0,2543.0,252.0,35893.0,30.0,7718.0
313,2020-12-15,8812.0,231847.0,4931.0,11613.0,-999.0,-999.0,13.4,334233.0,292.0,2482.0,332.0,35641.0,45.0,7688.0
314,2020-12-14,8312.0,223035.0,1399.0,6682.0,-999.0,-999.0,12.7,311495.0,262.0,2330.0,292.0,35309.0,37.0,7643.0
315,2020-12-13,5491.0,214723.0,43.0,5283.0,-999.0,-999.0,12.0,289691.0,256.0,2212.0,287.0,35017.0,29.0,7606.0
316,2020-12-12,4655.0,209232.0,875.0,5240.0,-999.0,-999.0,11.4,274632.0,256.0,2092.0,246.0,34730.0,41.0,7577.0
317,2020-12-11,5466.0,204577.0,1447.0,4365.0,-999.0,-999.0,11.0,262419.0,261.0,2031.0,277.0,34484.0,27.0,7536.0
318,2020-12-10,4989.0,199111.0,1445.0,2918.0,-999.0,-999.0,10.6,249105.0,256.0,1934.0,235.0,34207.0,28.0,7509.0
319,2020-12-09,4403.0,194122.0,900.0,1473.0,-999.0,-999.0,10.0,237483.0,241.0,1787.0,248.0,33972.0,30.0,7481.0
320,2020-12-08,3694.0,189719.0,573.0,573.0,-999.0,-999.0,9.6,231124.0,249.0,1849.0,203.0,33724.0,34.0,7451.0
321,2020-12-07,3705.0,186025.0,,,,,9.2,227332.0,244.0,1822.0,210.0,33521.0,34.0,7417.0
322,2020-12-06,2420.0,182320.0,,,,,8.8,224979.0,242.0,1766.0,179.0,33311.0,27.0,7383.0
323,2020-12-05,2238.0,179900.0,,,,,8.6,222590.0,238.0,1710.0,141.0,33132.0,27.0,7356.0
324,2020-12-04,2910.0,177662.0,,,,,8.4,220655.0,249.0,1659.0,170.0,32991.0,33.0,7329.0
325,2020-12-03,2450.0,174752.0,,,,,8.2,216471.0,256.0,1685.0,156.0,32821.0,34.0,7296.0
326,2020-12-02,2793.0,172302.0,,,,,8.1,214404.0,256.0,1637.0,162.0,32665.0,28.0,7262.0
327,2020-12-01,2455.0,169509.0,,,,,7.9,211692.0,259.0,1701.0,160.0,32503.0,22.0,7234.0
328,2020-11-30,2685.0,167054.0,,,,,7.8,211747.0,253.0,1677.0,146.0,32343.0,26.0,7212.0
329,2020-11-29,1650.0,164369.0,,,,,7.7,211940.0,260.0,1663.0,154.0,32197.0,48.0,7186.0
330,2020-11-28,1638.0,162719.0,,,,,7.7,210731.0,248.0,1635.0,107.0,32043.0,33.0,7138.0
331,2020-11-27,2192.0,161081.0,,,,,7.7,209923.0,267.0,1674.0,124.0,31936.0,21.0,7105.0
332,2020-11-26,2063.0,158889.0,,,,,7.7,208907.0,251.0,1643.0,155.0,31812.0,29.0,7084.0
333,2020-11-25,2235.0,156826.0,,,,,7.9,206686.0,261.0,1611.0,200.0,31657.0,38.0,7055.0
334,2020-11-24,2150.0,154591.0,,,,,8.1,204342.0,253.0,1626.0,131.0,31457.0,30.0,7017.0
335,2020-11-23,2384.0,152441.0,,,,,8.3,205398.0,252.0,1675.0,147.0,31326.0,18.0,6987.0
336,2020-11-22,1479.0,150057.0,,,,,8.5,207877.0,248.0,1605.0,145.0,31179.0,29.0,6969.0
337,2020-11-21,1477.0,148578.0,,,,,8.7,207199.0,251.0,1591.0,165.0,31034.0,19.0,6940.0
338,2020-11-20,2106.0,147101.0,,,,,8.9,206310.0,233.0,1576.0,116.0,30869.0,28.0,6921.0
339,2020-11-19,2179.0,144995.0,,,,,9.2,206967.0,222.0,1551.0,173.0,30753.0,27.0,6893.0
340,2020-11-18,2452.0,142816.0,,,,,9.4,207664.0,220.0,1519.0,179.0,30580.0,20.0,6866.0
341,2020-11-17,2555.0,140364.0,,,,,9.5,209499.0,218.0,1520.0,152.0,30401.0,30.0,6846.0
342,2020-11-16,3072.0,137809.0,,,,,9.6,209152.0,209.0,1474.0,154.0,30249.0,30.0,6816.0
343,2020-11-15,1793.0,134737.0,,,,,9.6,208009.0,214.0,1390.0,170.0,30095.0,19.0,6786.0
344,2020-11-14,1919.0,132944.0,,,,,9.3,214868.0,202.0,1357.0,139.0,29925.0,20.0,6767.0
345,2020-11-13,2692.0,131025.0,,,,,9.0,222511.0,194.0,1298.0,136.0,29786.0,13.0,6747.0
346,2020-11-12,2835.0,128333.0,,,,,8.4,229382.0,178.0,1269.0,152.0,29650.0,20.0,6734.0
347,2020-11-11,2906.0,125498.0,,,,,7.9,235756.0,181.0,1223.0,134.0,29498.0,12.0,6714.0
348,2020-11-10,2721.0,122592.0,,,,,7.3,244955.0,179.0,1211.0,147.0,29364.0,15.0,6702.0
349,2020-11-09,3074.0,119871.0,,,,,6.6,265460.0,179.0,1210.0,136.0,29217.0,28.0,6687.0
350,2020-11-08,1755.0,116797.0,,,,,5.9,300019.0,167.0,1114.0,150.0,29081.0,19.0,6659.0
351,2020-11-07,1648.0,115042.0,,,,,5.8,302440.0,156.0,1108.0,109.0,28931.0,23.0,6640.0
352,2020-11-06,2114.0,113394.0,,,,,5.7,307252.0,155.0,1085.0,101.0,28822.0,16.0,6617.0
353,2020-11-05,2089.0,111280.0,,,,,5.6,316507.0,154.0,1102.0,118.0,28721.0,15.0,6601.0
354,2020-11-04,2046.0,109191.0,,,,,5.5,327399.0,151.0,1132.0,123.0,28603.0,16.0,6586.0
355,2020-11-03,2126.0,107145.0,,,,,5.6,314841.0,147.0,1111.0,103.0,28480.0,13.0,6570.0
356,2020-11-02,2913.0,105019.0,,,,,5.9,294506.0,142.0,1067.0,136.0,28377.0,18.0,6557.0
357,2020-11-01,1203.0,102106.0,,,,,6.2,260488.0,136.0,1032.0,134.0,28241.0,17.0,6539.0
358,2020-10-31,1385.0,100903.0,,,,,6.3,248254.0,132.0,963.0,132.0,28107.0,8.0,6522.0
359,2020-10-30,1869.0,99518.0,,,,,6.6,232848.0,134.0,945.0,126.0,27975.0,14.0,6514.0
360,2020-10-29,2009.0,97649.0,,,,,7.1,211184.0,131.0,921.0,140.0,27849.0,12.0,6500.0
361,2020-10-28,1969.0,95640.0,,,,,7.7,190738.0,124.0,933.0,112.0,27709.0,21.0,6488.0
362,2020-10-27,2085.0,93671.0,,,,,7.7,193932.0,119.0,889.0,109.0,27597.0,14.0,6467.0
363,2020-10-26,2526.0,91586.0,,,,,7.7,198196.0,117.0,815.0,155.0,27488.0,12.0,6453.0
364,2020-10-25,1291.0,89060.0,,,,,7.4,200971.0,111.0,762.0,118.0,27333.0,11.0,6441.0
365,2020-10-24,1435.0,87769.0,,,,,7.4,201506.0,98.0,722.0,108.0,27215.0,18.0,6430.0
366,2020-10-23,2004.0,86334.0,,,,,7.3,199883.0,99.0,698.0,125.0,27107.0,6.0,6412.0
367,2020-10-22,2170.0,84330.0,,,,,7.1,198845.0,81.0,606.0,108.0,26982.0,11.0,6406.0
368,2020-10-21,2348.0,82160.0,,,,,6.9,198340.0,90.0,633.0,114.0,26874.0,15.0,6395.0
369,2020-10-20,2319.0,79812.0,,,,,6.6,195603.0,88.0,610.0,89.0,26760.0,7.0,6380.0
370,2020-10-19,2337.0,77493.0,,,,,6.2,193147.0,89.0,594.0,90.0,26671.0,11.0,6373.0
371,2020-10-18,1297.0,75156.0,,,,,5.9,189751.0,87.0,542.0,95.0,26581.0,6.0,6362.0
372,2020-10-17,1107.0,73859.0,,,,,5.7,187266.0,83.0,502.0,87.0,26486.0,4.0,6356.0
373,2020-10-16,1656.0,72752.0,,,,,5.6,185958.0,80.0,490.0,67.0,26399.0,7.0,6352.0
374,2020-10-15,1720.0,71096.0,,,,,5.5,183522.0,78.0,439.0,78.0,26332.0,12.0,6345.0
375,2020-10-14,1623.0,69376.0,,,,,5.3,182360.0,77.0,430.0,76.0,26254.0,4.0,6333.0
376,2020-10-13,1430.0,67753.0,,,,,5.2,182442.0,66.0,442.0,73.0,26178.0,5.0,6329.0
377,2020-10-12,1576.0,66323.0,,,,,5.1,181962.0,65.0,389.0,69.0,26105.0,6.0,6324.0
378,2020-10-11,743.0,64747.0,,,,,4.9,181198.0,57.0,365.0,50.0,26036.0,4.0,6318.0
379,2020-10-10,877.0,64004.0,,,,,4.9,182570.0,52.0,341.0,51.0,25986.0,5.0,6314.0
380,2020-10-09,1351.0,63127.0,,,,,4.8,184163.0,50.0,348.0,55.0,25935.0,7.0,6309.0
381,2020-10-08,1487.0,61776.0,,,,,4.7,182252.0,51.0,343.0,39.0,25880.0,5.0,6302.0
382,2020-10-07,1419.0,60289.0,,,,,4.6,178147.0,59.0,350.0,46.0,25841.0,6.0,6297.0
383,2020-10-06,1178.0,58870.0,,,,,4.4,174475.0,60.0,320.0,43.0,25795.0,5.0,6291.0
384,2020-10-05,1296.0,57692.0,,,,,4.2,171555.0,56.0,326.0,47.0,25752.0,9.0,6286.0
385,2020-10-04,825.0,56396.0,,,,,3.9,168937.0,50.0,287.0,27.0,25705.0,2.0,6277.0
386,2020-10-03,792.0,55571.0,,,,,3.8,168256.0,56.0,280.0,38.0,25678.0,2.0,6275.0
387,2020-10-02,1039.0,54779.0,,,,,3.6,165877.0,56.0,276.0,37.0,25640.0,3.0,6273.0
388,2020-10-01,1077.0,53740.0,,,,,3.4,162547.0,49.0,275.0,50.0,25603.0,5.0,6270.0
389,2020-09-30,993.0,52663.0,,,,,3.2,159283.0,49.0,278.0,31.0,25553.0,6.0,6265.0
390,2020-09-29,705.0,51670.0,,,,,3.0,157294.0,50.0,275.0,36.0,25522.0,9.0,6259.0
391,2020-09-28,746.0,50965.0,,,,,2.9,157976.0,48.0,267.0,28.0,25486.0,5.0,6250.0
392,2020-09-27,529.0,50219.0,,,,,2.7,155197.0,48.0,224.0,23.0,25458.0,1.0,6245.0
393,2020-09-26,548.0,49690.0,,,,,2.6,153586.0,38.0,200.0,28.0,25435.0,1.0,6244.0
394,2020-09-25,603.0,49142.0,,,,,2.5,150115.0,47.0,230.0,36.0,25407.0,1.0,6243.0
395,2020-09-24,598.0,48539.0,,,,,2.4,146351.0,40.0,219.0,47.0,25371.0,2.0,6242.0
396,2020-09-23,657.0,47941.0,,,,,2.3,141939.0,35.0,210.0,36.0,25324.0,7.0,6240.0
397,2020-09-22,521.0,47284.0,,,,,2.1,138438.0,37.0,210.0,35.0,25288.0,6.0,6233.0
398,2020-09-21,427.0,46763.0,,,,,1.9,136007.0,31.0,190.0,44.0,25253.0,4.0,6227.0
399,2020-09-20,409.0,46336.0,,,,,1.9,134030.0,32.0,171.0,38.0,25209.0,4.0,6223.0
400,2020-09-19,338.0,45927.0,,,,,1.7,130373.0,32.0,161.0,32.0,25171.0,3.0,6219.0
401,2020-09-18,387.0,45589.0,,,,,1.6,130404.0,25.0,150.0,41.0,25139.0,1.0,6216.0
402,2020-09-17,323.0,45202.0,,,,,1.6,130545.0,25.0,147.0,28.0,25098.0,4.0,6215.0
403,2020-09-16,292.0,44879.0,,,,,1.6,131954.0,26.0,137.0,25.0,25070.0,2.0,6211.0
404,2020-09-15,269.0,44587.0,,,,,1.6,131624.0,26.0,136.0,26.0,25045.0,1.0,6209.0
405,2020-09-14,296.0,44318.0,,,,,1.7,131680.0,21.0,123.0,31.0,25019.0,0.0,6208.0
406,2020-09-13,114.0,44022.0,,,,,1.8,135401.0,16.0,100.0,23.0,24988.0,0.0,6208.0
407,2020-09-12,229.0,43908.0,,,,,1.8,136928.0,12.0,98.0,19.0,24965.0,0.0,6208.0
408,2020-09-11,333.0,43679.0,,,,,1.9,137600.0,15.0,115.0,13.0,24946.0,3.0,6208.0
409,2020-09-10,391.0,43346.0,,,,,1.9,136810.0,14.0,98.0,19.0,24933.0,2.0,6205.0
410,2020-09-09,345.0,42955.0,,,,,1.9,136759.0,16.0,96.0,17.0,24914.0,0.0,6203.0
411,2020-09-08,343.0,42610.0,,,,,1.8,137999.0,15.0,100.0,11.0,24897.0,0.0,6203.0
412,2020-09-07,463.0,42267.0,,,,,1.8,140673.0,13.0,98.0,5.0,24886.0,0.0,6203.0
413,2020-09-06,203.0,41804.0,,,,,1.7,130267.0,13.0,87.0,12.0,24881.0,2.0,6203.0
414,2020-09-05,272.0,41601.0,,,,,1.7,130060.0,11.0,90.0,23.0,24869.0,0.0,6201.0
415,2020-09-04,356.0,41329.0,,,,,1.6,127791.0,12.0,86.0,11.0,24846.0,0.0,6201.0
416,2020-09-03,347.0,40973.0,,,,,1.6,123805.0,12.0,87.0,15.0,24835.0,1.0,6201.0
417,2020-09-02,333.0,40626.0,,,,,1.5,120633.0,13.0,84.0,11.0,24820.0,1.0,6200.0
418,2020-09-01,314.0,40293.0,,,,,1.4,119209.0,14.0,88.0,6.0,24809.0,0.0,6199.0
419,2020-08-31,216.0,39979.0,,,,,1.3,116246.0,14.0,81.0,6.0,24803.0,1.0,6199.0
420,2020-08-30,133.0,39763.0,,,,,1.2,124669.0,13.0,78.0,6.0,24797.0,0.0,6198.0
421,2020-08-29,139.0,39630.0,,,,,1.2,124660.0,15.0,73.0,6.0,24791.0,0.0,6198.0
422,2020-08-28,220.0,39491.0,,,,,1.2,124933.0,12.0,82.0,11.0,24785.0,0.0,6198.0
423,2020-08-27,229.0,39271.0,,,,,1.1,127654.0,16.0,86.0,5.0,24774.0,0.0,6198.0
424,2020-08-26,165.0,39042.0,,,,,1.1,130602.0,16.0,83.0,5.0,24769.0,0.0,6198.0
425,2020-08-25,170.0,38877.0,,,,,1.1,131555.0,16.0,81.0,9.0,24764.0,1.0,6198.0
426,2020-08-24,195.0,38707.0,,,,,1.1,130795.0,15.0,85.0,6.0,24755.0,0.0,6197.0
427,2020-08-23,145.0,38512.0,,,,,1.1,129925.0,20.0,84.0,8.0,24749.0,0.0,6197.0
428,2020-08-22,119.0,38367.0,,,,,1.0,129374.0,18.0,79.0,3.0,24741.0,1.0,6197.0
429,2020-08-21,167.0,38248.0,,,,,1.0,128330.0,16.0,84.0,5.0,24738.0,0.0,6196.0
430,2020-08-20,204.0,38081.0,,,,,1.0,123963.0,15.0,89.0,6.0,24733.0,1.0,6196.0
431,2020-08-19,153.0,37877.0,,,,,1.0,119195.0,15.0,90.0,7.0,24727.0,0.0,6195.0
432,2020-08-18,181.0,37724.0,,,,,1.0,114673.0,19.0,98.0,6.0,24720.0,1.0,6195.0
433,2020-08-17,189.0,37543.0,,,,,1.0,112585.0,19.0,107.0,2.0,24714.0,2.0,6194.0
434,2020-08-16,88.0,37354.0,,,,,1.0,110127.0,19.0,100.0,7.0,24712.0,0.0,6192.0
435,2020-08-15,107.0,37266.0,,,,,1.0,108836.0,15.0,100.0,4.0,24705.0,0.0,6192.0
436,2020-08-14,126.0,37159.0,,,,,0.9,106875.0,15.0,103.0,8.0,24701.0,0.0,6192.0
437,2020-08-13,124.0,37033.0,,,,,0.9,105302.0,15.0,104.0,9.0,24693.0,2.0,6192.0
438,2020-08-12,161.0,36909.0,,,,,0.9,104747.0,17.0,111.0,5.0,24684.0,0.0,6190.0
439,2020-08-11,149.0,36748.0,,,,,0.8,104112.0,13.0,105.0,18.0,24679.0,1.0,6190.0
440,2020-08-10,143.0,36599.0,,,,,0.8,102538.0,12.0,107.0,9.0,24661.0,1.0,6189.0
441,2020-08-09,67.0,36456.0,,,,,0.8,101205.0,12.0,107.0,10.0,24652.0,0.0,6188.0
442,2020-08-08,55.0,36389.0,,,,,0.8,102613.0,10.0,126.0,2.0,24642.0,1.0,6188.0
443,2020-08-07,121.0,36334.0,,,,,0.8,103113.0,10.0,105.0,7.0,24640.0,0.0,6187.0
444,2020-08-06,105.0,36213.0,,,,,0.7,101625.0,11.0,113.0,7.0,24633.0,0.0,6187.0
445,2020-08-05,113.0,36108.0,,,,,0.7,101390.0,13.0,111.0,12.0,24626.0,0.0,6187.0
446,2020-08-04,105.0,35995.0,,,,,0.7,101284.0,15.0,118.0,5.0,24614.0,0.0,6187.0
447,2020-08-03,88.0,35890.0,,,,,0.7,101979.0,17.0,122.0,2.0,24609.0,0.0,6187.0
448,2020-08-02,75.0,35802.0,,,,,0.7,102136.0,15.0,120.0,10.0,24607.0,1.0,6187.0
449,2020-08-01,58.0,35727.0,,,,,0.7,101270.0,16.0,126.0,5.0,24597.0,2.0,6186.0
450,2020-07-31,73.0,35669.0,,,,,0.7,100334.0,18.0,128.0,2.0,24592.0,2.0,6184.0
451,2020-07-30,102.0,35596.0,,,,,0.7,99299.0,19.0,134.0,5.0,24590.0,0.0,6182.0
452,2020-07-29,99.0,35494.0,,,,,0.7,96587.0,17.0,131.0,11.0,24585.0,0.0,6182.0
453,2020-07-28,100.0,35395.0,,,,,0.7,93922.0,17.0,127.0,7.0,24574.0,0.0,6182.0
454,2020-07-27,100.0,35295.0,,,,,0.6,93074.0,19.0,133.0,10.0,24567.0,1.0,6182.0
455,2020-07-26,65.0,35195.0,,,,,0.7,90209.0,18.0,139.0,9.0,24557.0,0.0,6181.0
456,2020-07-25,56.0,35130.0,,,,,0.6,89678.0,17.0,108.0,5.0,24548.0,0.0,6181.0
457,2020-07-24,83.0,35074.0,,,,,0.6,88604.0,21.0,147.0,15.0,24543.0,0.0,6181.0
458,2020-07-23,70.0,34991.0,,,,,0.6,87736.0,25.0,165.0,14.0,24528.0,2.0,6181.0
459,2020-07-22,80.0,34921.0,,,,,0.6,88036.0,25.0,173.0,11.0,24514.0,0.0,6179.0
460,2020-07-21,81.0,34841.0,,,,,0.6,89162.0,29.0,175.0,11.0,24503.0,0.0,6179.0
461,2020-07-20,98.0,34760.0,,,,,0.6,88712.0,30.0,180.0,14.0,24492.0,0.0,6179.0
462,2020-07-19,41.0,34662.0,,,,,0.6,88469.0,32.0,179.0,7.0,24478.0,0.0,6179.0
463,2020-07-18,47.0,34621.0,,,,,0.6,87146.0,29.0,179.0,5.0,24471.0,0.0,6179.0
464,2020-07-17,48.0,34574.0,,,,,0.6,85715.0,29.0,187.0,18.0,24466.0,2.0,6179.0
465,2020-07-16,70.0,34526.0,,,,,0.6,83850.0,28.0,191.0,24.0,24448.0,0.0,6177.0
466,2020-07-15,76.0,34456.0,,,,,0.5,81823.0,30.0,212.0,22.0,24424.0,1.0,6177.0
467,2020-07-14,62.0,34380.0,,,,,0.5,79419.0,35.0,229.0,19.0,24402.0,0.0,6176.0
468,2020-07-13,85.0,34318.0,,,,,0.6,77844.0,34.0,247.0,18.0,24383.0,1.0,6176.0
469,2020-07-12,38.0,34233.0,,,,,0.5,75372.0,37.0,247.0,16.0,24365.0,1.0,6175.0
470,2020-07-11,19.0,34195.0,,,,,0.6,74635.0,38.0,206.0,17.0,24349.0,3.0,6174.0
471,2020-07-10,40.0,34176.0,,,,,0.6,74385.0,39.0,255.0,26.0,24332.0,0.0,6171.0
472,2020-07-09,55.0,34136.0,,,,,0.6,72763.0,45.0,265.0,27.0,24306.0,2.0,6171.0
473,2020-07-08,57.0,34081.0,,,,,0.6,71096.0,45.0,269.0,30.0,24279.0,3.0,6169.0
474,2020-07-07,60.0,34024.0,,,,,0.6,69251.0,48.0,284.0,26.0,24249.0,1.0,6166.0
475,2020-07-06,54.0,33964.0,,,,,0.6,68012.0,52.0,291.0,30.0,24223.0,2.0,6165.0
476,2020-07-05,51.0,33910.0,,,,,0.6,67916.0,47.0,288.0,23.0,24193.0,3.0,6163.0
477,2020-07-04,32.0,33859.0,,,,,0.5,67631.0,51.0,293.0,16.0,24170.0,1.0,6160.0
478,2020-07-03,38.0,33827.0,,,,,0.6,66893.0,51.0,316.0,20.0,24154.0,1.0,6159.0
479,2020-07-02,40.0,33789.0,,,,,0.6,65525.0,54.0,320.0,27.0,24134.0,2.0,6158.0
480,2020-07-01,42.0,33749.0,,,,,0.6,62725.0,59.0,334.0,53.0,24107.0,1.0,6156.0
481,2020-06-30,52.0,33707.0,,,,,0.7,59527.0,66.0,386.0,28.0,24054.0,1.0,6155.0
482,2020-06-29,58.0,33655.0,,,,,0.7,56619.0,62.0,398.0,20.0,24026.0,1.0,6154.0
483,2020-06-28,22.0,33597.0,,,,,0.7,52506.0,63.0,392.0,18.0,24006.0,1.0,6153.0
484,2020-06-27,32.0,33575.0,,,,,0.8,51586.0,62.0,408.0,29.0,23988.0,0.0,6152.0
485,2020-06-26,48.0,33543.0,,,,,0.8,50688.0,67.0,423.0,39.0,23959.0,0.0,6152.0
486,2020-06-25,57.0,33495.0,,,,,0.8,49364.0,67.0,439.0,47.0,23920.0,1.0,6152.0
487,2020-06-24,46.0,33438.0,,,,,0.8,48940.0,77.0,477.0,51.0,23873.0,4.0,6151.0
488,2020-06-23,50.0,33392.0,,,,,0.8,48527.0,80.0,452.0,69.0,23822.0,0.0,6147.0
489,2020-06-22,51.0,33342.0,,,,,0.8,48587.0,75.0,453.0,60.0,23753.0,3.0,6147.0
490,2020-06-21,27.0,33291.0,,,,,0.7,49078.0,69.0,446.0,25.0,23693.0,2.0,6144.0
491,2020-06-20,29.0,33264.0,,,,,0.8,49418.0,71.0,466.0,19.0,23668.0,2.0,6142.0
492,2020-06-19,37.0,33235.0,,,,,0.8,50080.0,72.0,466.0,47.0,23649.0,2.0,6140.0
493,2020-06-18,46.0,33198.0,,,,,0.8,50488.0,83.0,494.0,50.0,23602.0,0.0,6138.0
494,2020-06-17,43.0,33152.0,,,,,0.8,51231.0,84.0,508.0,56.0,23552.0,1.0,6138.0
495,2020-06-16,46.0,33109.0,,,,,0.8,52532.0,97.0,539.0,56.0,23496.0,1.0,6137.0
496,2020-06-15,41.0,33063.0,,,,,0.8,54453.0,98.0,503.0,49.0,23440.0,3.0,6136.0
497,2020-06-14,31.0,33022.0,,,,,0.8,54664.0,100.0,531.0,22.0,23391.0,2.0,6133.0
498,2020-06-13,39.0,32991.0,,,,,0.9,54788.0,100.0,540.0,20.0,23369.0,1.0,6131.0
499,2020-06-12,54.0,32952.0,,,,,0.9,55161.0,100.0,568.0,30.0,23349.0,5.0,6130.0
500,2020-06-11,47.0,32898.0,,,,,0.9,55755.0,100.0,620.0,32.0,23319.0,5.0,6125.0
501,2020-06-10,52.0,32851.0,,,,,0.9,55651.0,115.0,675.0,41.0,23287.0,5.0,6120.0
502,2020-06-09,71.0,32799.0,,,,,1.0,54832.0,129.0,707.0,35.0,23246.0,2.0,6115.0
503,2020-06-08,57.0,32728.0,,,,,1.0,52964.0,134.0,701.0,69.0,23211.0,8.0,6113.0
504,2020-06-07,45.0,32671.0,,,,,1.1,52282.0,134.0,691.0,56.0,23142.0,5.0,6105.0
505,2020-06-06,47.0,32626.0,,,,,1.1,51561.0,140.0,707.0,46.0,23086.0,3.0,6100.0
506,2020-06-05,45.0,32579.0,,,,,1.1,50436.0,137.0,783.0,50.0,23040.0,2.0,6097.0
507,2020-06-04,58.0,32534.0,,,,,1.1,48563.0,139.0,795.0,58.0,22990.0,6.0,6095.0
508,2020-06-03,79.0,32476.0,,,,,1.2,47610.0,148.0,813.0,68.0,22932.0,6.0,6089.0
509,2020-06-02,49.0,32397.0,,,,,1.3,46843.0,159.0,855.0,51.0,22864.0,7.0,6083.0
