Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
2020-07-01,13,-22,46,25,-66,-61,-64
2020-07-01,14,-10,82,22,-38,-54,-59
2020-07-01,15,-13,112,21,-44,-53,-52
2020-07-01,16,-10,62,19,-41,-50,-52
2020-07-01,17,-13,92,20,-48,-71,-52
2020-07-01,18,-13,62,20,-38,-52,-52
2020-07-01,19,-24,55,29,-74,-71,-71
2020-07-01,20,-15,23,26,-63,-69,-64
2020-07-01,21,-1,82,24,-37,-54,-62
2020-07-01,22,-13,45,23,-44,-57,-57
2020-07-01,23,-10,227,19,-49,-55,-54
2020-07-01,24,-9,115,20,-40,-52,-54
2020-07-01,25,-13,47,26,-53,-60,-66
2020-07-01,26,-21,-3,26,-59,-66,-65
2020-07-01,27,-15,39,21,-42,-58,-54
2020-07-01,28,-23,-22,27,-69,-64,-68
2020-07-01,29,-8,74,20,-29,-49,-55
2020-07-01,30,-12,59,28,-49,-58,-67
2020-07-01,31,-5,33,22,-44,-48,-57
2020-07-01,32,-13,6,24,-70,-65,-63
2020-07-01,33,-19,74.5,24,-48,-58,-60
2020-07-02,1,-75,-78,0,-93,-83,-74
2020-07-02,2,-49,-53,26,-83,-78,-67
2020-07-02,3,-7,61,16,-38,-41,-45
2020-07-02,4,-11,103,22,-39,-50,-57
2020-07-02,5,-6,44,20,-41,-51,-52
2020-07-02,6,-9,96,20,-39,-47,-51
2020-07-02,7,-10,42,24,-44,-56,-60
2020-07-02,8,-41,-6,28,-79,-77,-71
2020-07-02,9,-7,77,22,-43,-56,-54
2020-07-02,10,-8,91,21,-37,-55,-53
2020-07-02,11,-10,45,18,-35,-45,-49
2020-07-02,12,-6,58,24,-58,-56,-61
2020-07-02,13,-23,41,26,-65,-62,-65
2020-07-02,14,-12,76,23,-39,-51,-59
2020-07-02,15,-13,90,21,-45,-56,-52
2020-07-02,16,-9,43,20,-42,-51,-52
2020-07-02,17,-11,91,21,-48,-73,-52
2020-07-02,18,-12,67,21,-38,-51,-52
2020-07-02,19,-25,37,30,-76,-72,-71
2020-07-02,20,-14,17,27,-63,-70,-65
2020-07-02,21,2,88,25,-40,-56,-62
2020-07-02,22,-10,45,24,-41,-58,-58
2020-07-02,23,-11,164,19,-48,-57,-54
2020-07-02,24,-10,76,21,-37,-52,-54
2020-07-02,25,-6,56,27,-53,-59,-66
2020-07-02,26,-20,-12,26,-60,-67,-65
2020-07-02,27,-10,42,22,-44,-59,-54
2020-07-02,28,-25,-32,28,-71,-66,-69
2020-07-02,29,-8,64,21,-32,-47,-55
2020-07-02,30,-12,47,29,-49,-58,-68
2020-07-02,31,-7,31,23,-41,-49,-57
2020-07-02,32,-13,9,24,-70,-66,-64
2020-07-02,33,-15,74.5,24,-50,-56,-61
2020-07-03,1,-71,-69,0,-92,-80,-72
2020-07-03,2,-44,-42,24,-83,-75,-64
2020-07-03,3,-3,97,16,-39,-37,-43
2020-07-03,4,-8,127,21,-40,-46,-54
2020-07-03,5,-6,96,20,-45,-47,-51
2020-07-03,6,-4,118,19,-41,-42,-49
2020-07-03,7,-10,78,22,-45,-50,-58
2020-07-03,8,-35,31,26,-77,-73,-68
2020-07-03,9,-7,124,20,-44,-51,-52
2020-07-03,10,-7,100,20,-37,-51,-51
2020-07-03,11,-6,78,17,-35,-39,-46
2020-07-03,12,5,122,22,-58,-49,-59
2020-07-03,13,-19,67,25,-67,-60,-63
2020-07-03,14,-9,122,21,-38,-47,-57
2020-07-03,15,-9,110,21,-47,-51,-50
2020-07-03,16,-9,71,19,-44,-45,-50
2020-07-03,17,-10,90,20,-50,-72,-51
2020-07-03,18,-11,76,20,-39,-47,-50
2020-07-03,19,-18,84,28,-74,-68,-69
2020-07-03,20,-10,48,25,-65,-64,-62
2020-07-03,21,5,117,23,-39,-47,-61
2020-07-03,22,-10,75,21,-43,-53,-55
2020-07-03,23,-6,261,18,-46,-50,-52
2020-07-03,24,-5,135,19,-38,-46,-52
2020-07-03,25,-5,84,24,-50,-55,-64
2020-07-03,26,-16,7,25,-61,-62,-63
2020-07-03,27,-11,80,20,-46,-54,-52
2020-07-03,28,-17,-14,26,-68,-58,-67
2020-07-03,29,-7,80,20,-34,-45,-53
2020-07-03,30,-8,95,26,-49,-52,-65
2020-07-03,31,-3,66,21,-46,-42,-55
2020-07-03,32,-9,16,23,-71,-63,-62
2020-07-03,33,-14,74.5,22,-50,-53,-58
2020-07-04,1,-54,-69,0,-85,-68,-72
2020-07-04,2,-45,-55,10,-79,-73,-25
2020-07-04,3,-7,55,7,-40,-26,-20
2020-07-04,4,-16,61,9,-43,-39,-25
2020-07-04,5,-11,52,9,-46,-30,-15
2020-07-04,6,-12,73,10,-44,-36,-27
2020-07-04,7,-17,29,9,-47,-39,-18
2020-07-04,8,-39,4,10,-73,-69,-26
2020-07-04,9,-12,69,9,-48,-43,-18
2020-07-04,10,-11,67,10,-40,-42,-24
2020-07-04,11,-13,38,8,-38,-29,-19
2020-07-04,12,-8,63,9,-57,-45,-23
2020-07-04,13,-23,62,10,-69,-55,-28
2020-07-04,14,-16,53,9,-45,-41,-32
2020-07-04,15,-15,82,10,-49,-38,-19
2020-07-04,16,-14,32,8,-47,-31,-16
2020-07-04,17,-16,79,10,-49,-72,-20
2020-07-04,18,-14,21,10,-42,-34,-25
2020-07-04,19,-14,67,9,-69,-54,-22
2020-07-04,20,-13,2,9,-61,-52,-26
2020-07-04,21,-6,49,9,-43,-39,-26
2020-07-04,22,-16,34,9,-42,-46,-23
2020-07-04,23,-13,120,9,-53,-44,-27
2020-07-04,24,-11,44,9,-41,-40,-18
2020-07-04,25,-11,17,10,-50,-45,-17
2020-07-04,26,-22,-4,10,-57,-53,-27
2020-07-04,27,-20,29,8,-45,-39,-14
2020-07-04,28,-23,-32,10,-58,-51,-28
2020-07-04,29,-14,47,9,-37,-37,-27
2020-07-04,30,-14,56,9,-51,-49,-24
2020-07-04,31,-11,2,9,-52,-38,-22
2020-07-04,32,-22,-7,10,-75,-68,-24
2020-07-04,33,-19,74,10,-51,-39,-15
2020-07-05,1,-52,-56,0,-84,-66,-72
2020-07-05,2,-40,-33,7,-75,-71,-22
2020-07-05,3,-14,99,5,-41,-26,-21
2020-07-05,4,-15,145,6,-40,-36,-21
2020-07-05,5,-15,80,6,-48,-27,-17
2020-07-05,6,-10,141,6,-42,-34,-24
2020-07-05,7,-21,67,6,-46,-34,-12
2020-07-05,8,-37,67,7,-69,-68,-23
2020-07-05,9,-16,128,6,-46,-39,-15
2020-07-05,10,-11,108,6,-38,-41,-22
2020-07-05,11,-15,90,6,-40,-26,-17
2020-07-05,12,-10,159,6,-53,-42,-15
2020-07-05,13,-27,100,7,-67,-54,-23
2020-07-05,14,-21,95,6,-43,-40,-30
2020-07-05,15,-17,147,6,-45,-33,-14
2020-07-05,16,-13,84,5,-48,-31,-10
2020-07-05,17,-21,139,6,-48,-73,-19
2020-07-05,18,-15,75,7,-35,-30,-27
2020-07-05,19,-19,109,7,-67,-57,-17
2020-07-05,20,-18,53,6,-62,-52,-21
2020-07-05,21,-11,124,6,-42,-41,-22
2020-07-05,22,-22,106,6,-39,-42,-18
2020-07-05,23,-15,245,6,-45,-41,-24
2020-07-05,24,-10,177,6,-39,-37,-18
2020-07-05,25,-13,79,6,-40,-36,-13
2020-07-05,26,-21,44,7,-54,-53,-23
2020-07-05,27,-20,94,5,-45,-32,-7
2020-07-05,28,-31,5,7,-53,-46,-24
2020-07-05,29,-16,118,5,-34,-35,-22
2020-07-05,30,-20,106,6,-48,-46,-19
2020-07-05,31,-13,58,6,-51,-37,-19
2020-07-05,32,-17,36,15.5,-73,-65,-25
2020-07-05,33,-21,153,6,-46,-22,-20
2020-07-06,1,-74,-70,0,-89,-80,-72
2020-07-06,2,-44,-35,22,-75,-73,-66
2020-07-06,3,-7,122,14,-30,-38,-45
2020-07-06,4,-8,143,19,-29,-42,-56
2020-07-06,5,-10,78,18,-34,-44,-52
2020-07-06,6,-4,179,16,-28,-41,-50
2020-07-06,7,-11,67,20,-33,-51,-60
2020-07-06,8,-38,34,23,-72,-72,-70
2020-07-06,9,-11,119,18,-34,-52,-53
2020-07-06,10,-7,139,18,-28,-51,-52
2020-07-06,11,-9,97,16,-25,-41,-49
2020-07-06,12,-6,114,20,-47,-51,-61
2020-07-06,13,-21,92,23,-58,-57,-64
2020-07-06,14,-10,104,19,-30,-48,-58
2020-07-06,15,-12,158,18,-31,-51,-52
2020-07-06,16,-12,64,16,-32,-46,-52
2020-07-06,17,-11,119,18,-41,-73,-52
2020-07-06,18,-12,97,17,-27,-48,-52
2020-07-06,19,-27,55,25,-67,-66,-71
2020-07-06,20,-14,53,22,-53,-65,-64
2020-07-06,21,-4,116,21,-29,-51,-62
2020-07-06,22,-10,89,20,-34,-53,-57
2020-07-06,23,-7,276,17,-38,-51,-53
2020-07-06,24,-5,146,18,-28,-48,-54
2020-07-06,25,-11,74,22,-41,-56,-67
2020-07-06,26,-19,17,22,-51,-63,-65
2020-07-06,27,-13,110,18,-32,-53,-54
2020-07-06,28,-20,-8,24,-62,-60,-68
2020-07-06,29,-9,96,18,-22,-45,-54
2020-07-06,30,-14,85,24,-41,-55,-67
2020-07-06,31,-6,62,19,-34,-42,-56
2020-07-06,32,-14,23,21,-67,-64,-63
2020-07-06,33,-16,139.5,21,-40,-51,-60
2020-07-07,1,-75,-72,0,-90,-81,-74
2020-07-07,2,-47,-38,24,-77,-74,-67
2020-07-07,3,-11,89,15,-32,-38,-45
2020-07-07,4,-14,140,20,-29,-40,-57
2020-07-07,5,-9,87,18,-36,-48,-53
2020-07-07,6,-11,123,17,-33,-42,-51
2020-07-07,7,-10,67,21,-33,-52,-60
2020-07-07,8,-38,6,25,-74,-73,-71
2020-07-07,9,-11,110,19,-35,-53,-54
2020-07-07,10,-11,97,19,-29,-53,-53
2020-07-07,11,-12,59,17,-29,-44,-49
2020-07-07,12,-7,81,21,-50,-54,-62
2020-07-07,13,-24,55,23,-60,-59,-66
2020-07-07,14,-12,88,20,-33,-49,-59
2020-07-07,15,-13,104,19,-35,-50,-53
2020-07-07,16,-11,61,17,-34,-46,-52
2020-07-07,17,-15,87,19,-44,-72,-52
2020-07-07,18,-15,91,19,-31,-50,-53
2020-07-07,19,-25,46,27,-68,-69,-71
2020-07-07,20,-16,41,24,-56,-67,-65
2020-07-07,21,-4,117,22,-31,-51,-62
2020-07-07,22,-14,88,21,-35,-54,-58
2020-07-07,23,-10,207,18,-39,-50,-54
2020-07-07,24,-9,105,19,-30,-49,-54
2020-07-07,25,-11,55,23,-44,-56,-66
2020-07-07,26,-23,-2,24,-55,-64,-65
2020-07-07,27,-13,96,20,-34,-51,-54
2020-07-07,28,-19,-23,25,-63,-62,-68
2020-07-07,29,-10,76,19,-27,-46,-56
2020-07-07,30,-15,72,26,-41,-55,-68
2020-07-07,31,-9,51,20,-36,-46,-58
2020-07-07,32,-16,24,21,-66,-65,-63
2020-07-07,33,-16,139.5,21,-42,-52,-61
2020-07-08,1,-75,-75,0,-91,-81,-71
2020-07-08,2,-48,-56,24,-79,-76,-65
2020-07-08,3,-12,21,15,-36,-41,-45
2020-07-08,4,-15,44,22,-35,-48,-56
2020-07-08,5,-11,22,20,-39,-50,-52
2020-07-08,6,-10,55,19,-36,-46,-49
2020-07-08,7,-14,5,23,-39,-55,-61
2020-07-08,8,-42,-18,26,-76,-74,-69
2020-07-08,9,-15,33,21,-39,-56,-53
2020-07-08,10,-13,40,20,-31,-53,-52
2020-07-08,11,-13,26,18,-31,-47,-47
2020-07-08,12,-9,38,23,-52,-56,-60
2020-07-08,13,-25,24,24,-63,-59,-64
2020-07-08,14,-17,22,22,-39,-53,-58
2020-07-08,15,-16,31,21,-39,-52,-52
2020-07-08,16,-12,5,19,-38,-49,-52
2020-07-08,17,-15,28,20,-46,-72,-52
2020-07-08,18,-17,33,20,-35,-52,-52
2020-07-08,19,-29,20,28,-70,-69,-70
2020-07-08,20,-17,-1,25,-60,-69,-64
2020-07-08,21,-5,41,24,-34,-55,-61
2020-07-08,22,-15,18,23,-38,-56,-57
2020-07-08,23,-13,139,19,-46,-54,-53
2020-07-08,24,-12,40,20,-36,-52,-54
2020-07-08,25,-16,5,25,-49,-60,-66
2020-07-08,26,-26,-25,25,-58,-65,-64
2020-07-08,27,-17,13,21,-38,-54,-54
2020-07-08,28,-22,-40,26,-65,-63,-68
2020-07-08,29,-12,19,20,-27,-48,-54
2020-07-08,30,-17,31,27,-46,-58,-67
2020-07-08,31,-13,-2,21,-42,-49,-57
2020-07-08,32,-18,1,23,-67,-64,-62
2020-07-08,33,-20,139.5,23,-46,-55,-60
2020-07-09,1,-74,-74,0,-91,-80,-71
2020-07-09,2,-47,-54,24,-79,-75,-66
2020-07-09,3,-9,57,15,-32,-41,-45
2020-07-09,4,-15,38,21,-36,-49,-56
2020-07-09,5,-8,33,19,-36,-48,-51
2020-07-09,6,-10,51,19,-37,-47,-50
2020-07-09,7,-10,39,22,-37,-53,-60
2020-07-09,8,-41,-23,25,-76,-74,-69
2020-07-09,9,-10,77,20,-37,-54,-53
2020-07-09,10,-12,49,20,-32,-53,-53
2020-07-09,11,-11,12,18,-31,-45,-48
2020-07-09,12,-7,44,23,-53,-55,-61
2020-07-09,13,-24,39,24,-62,-59,-64
2020-07-09,14,-14,30,21,-37,-51,-59
2020-07-09,15,-16,24,21,-41,-54,-52
2020-07-09,16,-8,24,18,-38,-48,-51
2020-07-09,17,-14,41,20,-47,-71,-52
2020-07-09,18,-13,43,19,-35,-49,-52
2020-07-09,19,-26,20,27,-72,-69,-70
2020-07-09,20,-14,14,25,-58,-68,-64
2020-07-09,21,0,73,23,-33,-54,-61
2020-07-09,22,-12,37,22,-38,-56,-57
2020-07-09,23,-11,160,18,-44,-56,-53
2020-07-09,24,-9,61,19,-33,-50,-53
2020-07-09,25,-11,35,25,-46,-58,-66
2020-07-09,26,-21,-15,25,-57,-65,-63
2020-07-09,27,-12,49,20,-35,-56,-53
2020-07-09,28,-21,-33,26,-65,-63,-68
2020-07-09,29,-9,28,20,-28,-42,-54
2020-07-09,30,-13,39,26,-44,-56,-67
2020-07-09,31,-8,25,21,-39,-48,-56
2020-07-09,32,-16,3,22,-67,-65,-62
2020-07-09,33,-15,139.5,23,-46,-52,-60
2020-07-10,1,-70,-66,0,-90,-77,-69
2020-07-10,2,-43,-42,21,-78,-72,-63
2020-07-10,3,-5,103,14,-34,-35,-43
2020-07-10,4,-7,148,18,-32,-43,-53
2020-07-10,5,-5,81,17,-40,-44,-49
2020-07-10,6,-2,143,17,-33,-40,-47
2020-07-10,7,-11,70,20,-36,-47,-57
2020-07-10,8,-34,30,23,-73,-69,-66
2020-07-10,9,-8,110,18,-38,-48,-50
2020-07-10,10,-6,122,17,-29,-48,-50
2020-07-10,11,-8,79,15,-28,-36,-45
2020-07-10,12,1,107,19,-49,-49,-59
2020-07-10,13,-20,81,21,-63,-57,-62
2020-07-10,14,-11,112,18,-33,-46,-56
2020-07-10,15,-9,134,18,-41,-48,-49
2020-07-10,16,-10,73,16,-38,-42,-49
2020-07-10,17,-10,101,18,-45,-69,-49
2020-07-10,18,-9,97,17,-32,-44,-49
2020-07-10,19,-20,86,24,-69,-64,-67
2020-07-10,20,-10,48,22,-57,-61,-61
2020-07-10,21,1,112,21,-32,-45,-59
2020-07-10,22,-10,78,19,-38,-50,-54
2020-07-10,23,-6,256,16,-40,-47,-51
2020-07-10,24,-5,133,17,-32,-46,-51
2020-07-10,25,-8,83,20,-42,-51,-62
2020-07-10,26,-17,11,22,-54,-59,-61
2020-07-10,27,-13,99,18,-38,-50,-50
2020-07-10,28,-14,-17,23,-61,-56,-65
2020-07-10,29,-7,85,17,-27,-38,-52
2020-07-10,30,-12,88,22,-44,-51,-64
2020-07-10,31,-5,56,18,-42,-39,-54
2020-07-10,32,-12,15,20,-68,-62,-60
2020-07-10,33,-15,139.5,19,-43,-47,-57
2020-07-11,1,-51,-49,0,-84,-64,-68.5
2020-07-11,2,-41,-35,8,-77,-69,-22
2020-07-11,3,-7,103,6,-39,-22,-19
2020-07-11,4,-13,123,7,-40,-33,-22
2020-07-11,5,-10,89,7,-46,-24,-13
2020-07-11,6,-11,152,7,-42,-34,-23
2020-07-11,7,-15,65,7,-43,-33,-12
2020-07-11,8,-38,48,7,-70,-65,-22
2020-07-11,9,-12,145,6,-45,-37,-15
2020-07-11,10,-10,128,7,-35,-39,-21
2020-07-11,11,-13,79,6,-36,-29,-16
2020-07-11,12,-8,117,6,-55,-43,-20
2020-07-11,13,-27,109,7,-69,-54,-26
2020-07-11,14,-16,106,7,-43,-37,-30
2020-07-11,15,-15,179,7,-44,-33,-17
2020-07-11,16,-10,69,6,-44,-26,-11
2020-07-11,17,-15,155,7,-48,-69,-17
2020-07-11,18,-14,62,7,-40,-34,-23
2020-07-11,19,-13,93,7,-67,-50,-17
2020-07-11,20,-10,36,6,-59,-47,-21
2020-07-11,21,-5,101,7,-40,-36,-21
2020-07-11,22,-14,87,7,-41,-42,-20
2020-07-11,23,-12,206,7,-50,-41,-23
2020-07-11,24,-11,108,7,-38,-37,-15
2020-07-11,25,-7,64,7,-42,-33,-10
2020-07-11,26,-21,32,7,-55,-48,-24
2020-07-11,27,-18,80,6,-41,-35,-9
2020-07-11,28,-16,-8,7,-54,-46,-23
2020-07-11,29,-14,83,6,-34,-36,-23
2020-07-11,30,-15,110,6,-48,-43,-20
2020-07-11,31,-10,41,7,-48,-33,-19
2020-07-11,32,-17,19,7,-73,-64,-21
2020-07-11,33,-16,126,7,-46,-31,-16
2020-07-12,1,-49,-43,0,-83,-63,-68.5
2020-07-12,2,-39,-24,5,-74,-69,-23
2020-07-12,3,-15,123,4,-41,-22,-18
2020-07-12,4,-17,177,4,-39,-33,-17
2020-07-12,5,-17,87,5,-46,-22,-12
2020-07-12,6,-16,177,4,-44,-35,-21
2020-07-12,7,-16,69,4,-45,-28,-7
2020-07-12,8,-38,89,4,-68,-65,-20
2020-07-12,9,-19,132,4,-47,-36,-13
2020-07-12,10,-12,138,4,-36,-40,-20
2020-07-12,11,-15,110,4,-40,-25,-14
2020-07-12,12,-12,142,4,-50,-43,-14
2020-07-12,13,-29,122,4,-67,-53,-19
2020-07-12,14,-19,115,4,-42,-39,-26
2020-07-12,15,-18,195,4,-44,-29,-8
2020-07-12,16,-12,96,4,-47,-26,-8
2020-07-12,17,-20,174,5,-48,-71,-16
2020-07-12,18,-14,96,5,-35,-33,-22
2020-07-12,19,-18,117,4,-65,-54,-14
2020-07-12,20,-17,60,4,-59,-48,-18
2020-07-12,21,-13,132,5,-39,-40,-17
2020-07-12,22,-20,112,4,-39,-40,-15
2020-07-12,23,-15,286,4,-44,-38,-21
2020-07-12,24,-13,210,4,-38,-34,-14
2020-07-12,25,-14,96,3,-38,-28,-8
2020-07-12,26,-20,53,5,-53,-49,-20
2020-07-12,27,-20,95,4,-46,-30,-8
2020-07-12,28,-29,16,4,-50,-45,-19
2020-07-12,29,-19,132,3,-33,-34,-19
2020-07-12,30,-20,119,4,-47,-45,-14
2020-07-12,31,-14,70,5,-49,-34,-17
2020-07-12,32,-14,55,12.5,-72,-64,-15
2020-07-12,33,-21,138,3,-46,-22,-17
2020-07-13,1,-74,-60,0,-89,-79,-68
2020-07-13,2,-41,-25,21,-74,-71,-65
2020-07-13,3,-6,134,13,-30,-36,-43
2020-07-13,4,-8,175,18,-29,-45,-55
2020-07-13,5,-9,98,17,-32,-44,-50
2020-07-13,6,-8,197,16,-29,-42,-48
2020-07-13,7,-11,82,19,-31,-49,-59
2020-07-13,8,-39,49,22,-71,-71,-69
2020-07-13,9,-12,136,17,-31,-49,-52
2020-07-13,10,-8,146,17,-25,-51,-52
2020-07-13,11,-10,111,15,-23,-41,-47
2020-07-13,12,-9,135,19,-44,-53,-60
2020-07-13,13,-23,85,21,-59,-57,-63
2020-07-13,14,-10,126,18,-28,-49,-57
2020-07-13,15,-14,172,18,-28,-48,-52
2020-07-13,16,-8,89,15,-30,-45,-50
2020-07-13,17,-11,126,17,-40,-71,-51
2020-07-13,18,-12,94,17,-28,-46,-51
2020-07-13,19,-27,66,24,-65,-65,-70
2020-07-13,20,-12,64,21,-52,-64,-63
2020-07-13,21,-2,136,20,-27,-51,-60
2020-07-13,22,-12,110,19,-34,-52,-56
2020-07-13,23,-8,317,16,-35,-48,-53
2020-07-13,24,-5,166,17,-28,-48,-53
2020-07-13,25,-9,84,21,-38,-54,-65
2020-07-13,26,-19,24,21,-50,-61,-63
2020-07-13,27,-13,123,18,-28,-52,-53
2020-07-13,28,-17,-1,22,-60,-56,-67
2020-07-13,29,-10,108,17,-21,-43,-54
2020-07-13,30,-14,94,23,-41,-54,-66
2020-07-13,31,-6,75,18,-31,-42,-56
2020-07-13,32,-12,32,18,-65,-61,-62
2020-07-13,33,-14,127,19,-38,-48,-59
2020-07-14,1,-73,-65,0,-89,-80,-72
2020-07-14,2,-44,-34,22,-75,-73,-66
2020-07-14,3,-8,117,14,-29,-39,-45
2020-07-14,4,-13,165,19,-28,-44,-56
2020-07-14,5,-8,78,18,-33,-49,-52
2020-07-14,6,-9,158,17,-30,-43,-50
2020-07-14,7,-10,60,21,-31,-51,-60
2020-07-14,8,-39,18,23,-72,-72,-70
2020-07-14,9,-13,109,19,-33,-52,-53
2020-07-14,10,-10,124,18,-26,-53,-52
2020-07-14,11,-10,80,15,-26,-42,-47
2020-07-14,12,-7,90,21,-46,-53,-60
2020-07-14,13,-24,54,23,-58,-59,-65
2020-07-14,14,-14,108,19,-30,-50,-58
2020-07-14,15,-14,148,19,-32,-50,-52
2020-07-14,16,-9,62,17,-31,-47,-51
2020-07-14,17,-15,110,18,-41,-71,-52
2020-07-14,18,-15,99,18,-31,-48,-52
2020-07-14,19,-26,60,25,-66,-68,-70
2020-07-14,20,-15,45,23,-53,-67,-63
2020-07-14,21,-4,112,21,-30,-51,-61
2020-07-14,22,-13,88,20,-34,-55,-57
2020-07-14,23,-10,254,17,-36,-51,-54
2020-07-14,24,-9,135,18,-29,-49,-54
2020-07-14,25,-11,68,22,-38,-56,-64
2020-07-14,26,-22,7,23,-52,-63,-64
2020-07-14,27,-13,101,19,-29,-53,-53
2020-07-14,28,-18,-15,24,-60,-60,-67
2020-07-14,29,-8,99,18,-24,-46,-55
2020-07-14,30,-15,72,25,-39,-55,-67
2020-07-14,31,-9,47,20,-35,-45,-57
2020-07-14,32,-14,27,20,-63,-65,-63
2020-07-14,33,-17,127,21,-39,-50,-60
2020-07-15,1,-73,-64,0,-88,-79,-69
2020-07-15,2,-47,-43,21,-75,-74,-64
2020-07-15,3,-9,70,14,-27,-40,-43
2020-07-15,4,-14,105,20,-27,-48,-53
2020-07-15,5,-10,68,18,-27,-48,-50
2020-07-15,6,-13,102,17,-29,-44,-48
2020-07-15,7,-13,51,21,-29,-52,-58
2020-07-15,8,-40,9,24,-72,-72,-68
2020-07-15,9,-14,91,19,-29,-52,-51
2020-07-15,10,-12,91,18,-23,-52,-50
2020-07-15,11,-12,55,16,-26,-45,-46
2020-07-15,12,-10,79,21,-42,-54,-58
2020-07-15,13,-27,51,22,-49,-60,-62
2020-07-15,14,-17,74,20,-32,-53,-56
2020-07-15,15,-17,94,19,-33,-50,-51
2020-07-15,16,-11,42,17,-29,-49,-50
2020-07-15,17,-15,84,18,-34,-71,-49
2020-07-15,18,-16,66,18,-27,-49,-50
2020-07-15,19,-28,51,26,-63,-67,-68
2020-07-15,20,-15,34,23,-49,-67,-62
2020-07-15,21,-3,94,22,-26,-52,-59
2020-07-15,22,-14,65,20,-32,-54,-55
2020-07-15,23,-11,223,18,-42,-52,-51
2020-07-15,24,-9,100,18,-27,-50,-51
2020-07-15,25,-13,60,22,-35,-59,-63
2020-07-15,26,-23,-1,23,-50,-63,-62
2020-07-15,27,-16,77,19,-25,-56,-51
2020-07-15,28,-20,-18,24,-59,-62,-66
2020-07-15,29,-11,70,18,-16,-47,-53
2020-07-15,30,-17,61,24,-35,-55,-64
2020-07-15,31,-12,43,19,-33,-46,-55
2020-07-15,32,-17,12,20,-62,-66,-61
2020-07-15,33,-19,127,21,-31,-57,-59
2020-07-16,1,-73,-67,0,-88,-80,-69
2020-07-16,2,-44,-35,22,-75,-73,-64
2020-07-16,3,-5,117,14,-22,-37,-43
2020-07-16,4,-10,173,19,-23,-47,-54
2020-07-16,5,-6,82,17,-27,-49,-50
2020-07-16,6,-8,178,16,-26,-44,-48
2020-07-16,7,-9,76,20,-27,-53,-58
2020-07-16,8,-38,20,23,-71,-73,-68
2020-07-16,9,-8,121,19,-28,-51,-51
2020-07-16,10,-10,137,17,-22,-51,-51
2020-07-16,11,-8,92,15,-24,-42,-46
2020-07-16,12,-6,104,20,-42,-53,-58
2020-07-16,13,-24,73,21,-48,-59,-63
2020-07-16,14,-12,101,19,-27,-50,-56
2020-07-16,15,-11,168,18,-29,-51,-50
2020-07-16,16,-5,68,16,-29,-47,-50
2020-07-16,17,-10,118,18,-33,-69,-50
2020-07-16,18,-14,99,17,-27,-46,-50
2020-07-16,19,-23,73,24,-64,-66,-68
2020-07-16,20,-12,55,22,-47,-66,-61
2020-07-16,21,2,125,21,-25,-54,-59
2020-07-16,22,-11,82,20,-29,-54,-56
2020-07-16,23,-9,250,16,-39,-54,-51
2020-07-16,24,-7,145,18,-24,-50,-52
2020-07-16,25,-8,107,22,-30,-57,-63
2020-07-16,26,-20,9,23,-49,-63,-62
2020-07-16,27,-11,92,18,-25,-54,-51
2020-07-16,28,-18,-8,24,-58,-62,-66
2020-07-16,29,-7,103,17,-16,-44,-53
2020-07-16,30,-13,85,24,-33,-54,-64
2020-07-16,31,-7,59,19,-31,-46,-54
2020-07-16,32,-11,22,21,-60,-64,-60
2020-07-16,33,-14,127,20,-33,-54,-58
2020-07-17,1,-69,-58,0,-88,-77,-68
2020-07-17,2,-40,-22,19,-75,-69,-61
2020-07-17,3,-4,143,13,-25,-36,-42
2020-07-17,4,-7,188,16,-26,-43,-51
2020-07-17,5,-7,113,15,-30,-45,-48
2020-07-17,6,-4,225,15,-28,-39,-47
2020-07-17,7,-10,104,18,-28,-48,-56
2020-07-17,8,-34,73,19,-69,-67,-65
2020-07-17,9,-9,145,16,-32,-47,-49
2020-07-17,10,-8,158,16,-23,-47,-49
2020-07-17,11,-9,110,13,-26,-37,-44
2020-07-17,12,1,189,17,-41,-47,-57
2020-07-17,13,-22,112,19,-52,-58,-61
2020-07-17,14,-11,164,16,-27,-46,-53
2020-07-17,15,-9,213,17,-31,-47,-49
2020-07-17,16,-8,96,14,-33,-43,-48
2020-07-17,17,-9,137,16,-36,-69,-48
2020-07-17,18,-9,122,16,-26,-43,-48
2020-07-17,19,-21,126,21,-63,-62,-66
2020-07-17,20,-9,96,19,-47,-60,-59
2020-07-17,21,1,179,18,-24,-44,-57
2020-07-17,22,-11,107,17,-33,-50,-52
2020-07-17,23,-8,362,15,-37,-47,-50
2020-07-17,24,-5,202,16,-24,-46,-50
2020-07-17,25,-7,130,18,-29,-50,-61
2020-07-17,26,-16,38,19,-48,-57,-60
2020-07-17,27,-11,142,16,-30,-50,-49
2020-07-17,28,-10,13,20,-54,-53,-64
2020-07-17,29,-8,128,15,-20,-41,-51
2020-07-17,30,-10,141,19,-36,-49,-62
2020-07-17,31,-2,113,17,-34,-36,-53
2020-07-17,32,-11,36,17,-62,-61,-58
2020-07-17,33,-14,127,17,-33,-53,-57
2020-07-18,1,-49,-44,0,-80,-62,-68
2020-07-18,2,-41,-27,6,-74,-66,-20
2020-07-18,3,-9,114,4,-32,-23,-17
2020-07-18,4,-14,133,5,-35,-34,-22
2020-07-18,5,-11,100,5,-38,-31,-10
2020-07-18,6,-13,171,6,-37,-34,-23
