Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
2021-07-24,11,-8,28,3,-24,-39,-13
2021-07-24,12,-9,22,3,-35,-31,-16
2021-07-24,13,-17,27,2,-40,-26,-19
2021-07-24,14,-16,12,2,-29,-30,-27
2021-07-24,15,3,100,2,-22,-25,1
2021-07-24,16,-6,-1,3,-25,-20,-6
2021-07-24,17,-8,76,2,-22,-50,-15
2021-07-24,18,6,16,2,-22,-23,-5
2021-07-24,19,-15,27,2,-46,-55,-12
2021-07-24,20,-10,23,1,-34,-25,-2
2021-07-24,21,1,13,2,-22,-26,-18
2021-07-24,22,-11,13,2,-30,-34,-10
2021-07-24,23,-10,134,1,-36,-26,-9
2021-07-24,24,-10,-2,2,-28,-35,-19
2021-07-24,25,3,3,3,-29,-36,-15
2021-07-24,26,-15,10,1,-35,-30,0
2021-07-24,27,-10,21,2,-23,-34,-11
2021-07-24,28,-7,-12,2,-33,-33,-6
2021-07-24,29,-7,-14,2,-18,-34,-18
2021-07-24,30,-16,2,2,-37,-29,-4
2021-07-24,31,-7,-19,3,-29,-25,-13
2021-07-24,32,-13,-19,4,-47,-50,-25
2021-07-24,33,-7,52,2,-28,-29,0
2021-07-25,1,-35,-53,0,-50,-40,-54.5
2021-07-25,2,-31,-40,3,-50,-33,-19
2021-07-25,3,-15,29,1,-17,-24,-21
2021-07-25,4,-10,6,2,-22,-29,-8
2021-07-25,5,-7,-14,2,-25,-33,-13
2021-07-25,6,-8,5,2,-21,-30,-12
2021-07-25,7,-6,-11,2,-21,-32,3
2021-07-25,8,-38,-19,3,-52,-25,-14
2021-07-25,9,-1,-2,2,-22,-34,-5
2021-07-25,10,-6,4,2,-21,-37,-11
2021-07-25,11,-14,-8,2,-27,-40,-12
2021-07-25,12,-23,-5,2,-41,-31,-12
2021-07-25,13,-29,-11,2,-43,-30,-16
2021-07-25,14,-26,-23,2,-38,-32,-27
2021-07-25,15,-8,73,1,-22,-18,5
2021-07-25,16,-7,3,2,-22,-18,-5
2021-07-25,17,-14,57,1,-23,-54,-11
2021-07-25,18,-3,-16,2,-21,-26,-9
2021-07-25,19,-30,-3,3,-48,-63,-13
2021-07-25,20,-19,-1,2,-40,-25,-3
2021-07-25,21,-7,3,2,-24,-24,-13
2021-07-25,22,-25,-18,2,-35,-37,-10
2021-07-25,23,-20,107,1,-29,-16,-8
2021-07-25,24,-17,-15,1,-31,-23,-23
2021-07-25,25,-11,-16,2,-38,-43,-24
2021-07-25,26,-20,-11,2,-41,-35,-3
2021-07-25,27,-18,-9,2,-24,-35,-11
2021-07-25,28,-26,-23,2,-36,-29,-7
2021-07-25,29,-17,-11,2,-21,-32,-19
2021-07-25,30,-26,-25,2,-42,-35,6
2021-07-25,31,-15,-26,2,-31,-24,-14
2021-07-25,32,-19,-36,4,-49,-47,-24
2021-07-25,33,-23,17,2,-30,-26,-3
2021-07-26,1,-51,-70,0,-73,-66,-56
2021-07-26,2,-16,5,13,-51,-48,-58
2021-07-26,3,1,137,8,-1,-36,-48
2021-07-26,4,4,89,12,-7,-40,-50
2021-07-26,5,6,66,12,-15,-48,-50
2021-07-26,6,10,153,9,-2,-36,-43
2021-07-26,7,7,58,14,-5,-47,-56
2021-07-26,8,-23,56,15,-50,-43,-60
2021-07-26,9,10,90,12,-5,-42,-45
2021-07-26,10,6,123,10,-4,-39,-46
2021-07-26,11,-1,72,9,-7,-47,-46
2021-07-26,12,5,106,13,-29,-49,-55
2021-07-26,13,-13,61,15,-34,-38,-59
2021-07-26,14,-6,66,11,-16,-42,-54
2021-07-26,15,10,187,12,2,-36,-41
2021-07-26,16,2,51,11,-6,-37,-46
2021-07-26,17,3,119,11,-11,-58,-46
2021-07-26,18,12,92,10,-6,-36,-42
2021-07-26,19,-19,55,16,-47,-71,-65
2021-07-26,20,-2,106,14,-25,-52,-53
2021-07-26,21,9,85,14,-7,-41,-55
2021-07-26,22,-2,99,13,-18,-45,-51
2021-07-26,23,5,287,10,-18,-36,-43
2021-07-26,24,4,65,11,-14,-44,-54
2021-07-26,25,8,68,15,-7,-47,-67
2021-07-26,26,-4,38,14,-26,-49,-51
2021-07-26,27,2,102,12,-1,-52,-56
2021-07-26,28,2,35,14,-40,-48,-59
2021-07-26,29,3,65,11,5,-44,-53
2021-07-26,30,-6,51,16,-20,-46,-58
2021-07-26,31,5,56,13,-4,-33,-54
2021-07-26,32,2,11,13,-36,-51,-55
2021-07-26,33,-4,41.5,14,-9,-43,-53
2021-07-27,1,-50,-71,0,-71,-64,-55
2021-07-27,2,-22,-9,14,-50,-51,-56
2021-07-27,3,-4,99,10,-6,-36,-47
2021-07-27,4,-2,66,13,-8,-41,-50
2021-07-27,5,4,43,13,-14,-48,-47
2021-07-27,6,4,83,10,-7,-39,-42
2021-07-27,7,6,34,16,-6,-48,-56
2021-07-27,8,-23,14,16,-53,-47,-59
2021-07-27,9,10,47,14,-6,-45,-47
2021-07-27,10,3,80,12,-7,-42,-46
2021-07-27,11,-3,35,11,-11,-47,-45
2021-07-27,12,-2,63,15,-32,-49,-54
2021-07-27,13,-13,30,14,-32,-37,-58
2021-07-27,14,-6,46,12,-18,-44,-56
2021-07-27,15,6,116,13,-3,-36,-39
2021-07-27,16,3,36,12,-6,-38,-45
2021-07-27,17,0,80,12,-13,-56,-45
2021-07-27,18,4,76,11,-12,-37,-42
2021-07-27,19,-20,47,18,-47,-74,-63
2021-07-27,20,-5,74,16,-28,-52,-51
2021-07-27,21,9,61,15,-13,-41,-53
2021-07-27,22,-8,43,15,-19,-45,-52
2021-07-27,23,0,211,11,-16,-40,-43
2021-07-27,24,4,30,12,-16,-45,-55
2021-07-27,25,7,42,17,-16,-49,-67
2021-07-27,26,-12,16,15,-29,-48,-50
2021-07-27,27,-3,50,14,-7,-49,-54
2021-07-27,28,-3,11,15,-43,-52,-58
2021-07-27,29,-1,41,12,-2,-46,-53
2021-07-27,30,-8,36,18,-22,-45,-57
2021-07-27,31,-2,23,14,-10,-35,-55
2021-07-27,32,-4,-5,14,-34,-54,-56
2021-07-27,33,-9,41.5,15,-15,-44,-53
2021-07-28,1,-50,-73,0,-70,-64,-52
2021-07-28,2,-23,-27,15,-51,-51,-55
2021-07-28,3,-4,29,10,-11,-39,-46
2021-07-28,4,-6,14,14,-11,-43,-50
2021-07-28,5,0,9,13,-17,-47,-49
2021-07-28,6,1,31,11,-8,-40,-43
2021-07-28,7,0,11,15,-9,-47,-56
2021-07-28,8,-29,0,17,-54,-46,-57
2021-07-28,9,1,11,14,-8,-45,-45
2021-07-28,10,-3,36,12,-8,-45,-48
2021-07-28,11,-7,7,12,-15,-49,-45
2021-07-28,12,-6,29,15,-33,-49,-53
2021-07-28,13,-16,6,15,-35,-40,-59
2021-07-28,14,-12,3,13,-28,-48,-53
2021-07-28,15,4,57,13,-6,-35,-39
2021-07-28,16,-5,3,12,-10,-39,-45
2021-07-28,17,-5,49,12,-15,-55,-46
2021-07-28,18,2,32,11,-16,-36,-39
2021-07-28,19,-25,19,18,-49,-72,-63
2021-07-28,20,-11,32,16,-31,-53,-50
2021-07-28,21,7,23,16,-13,-41,-52
2021-07-28,22,-14,1,15,-21,-46,-51
2021-07-28,23,-5,126,11,-26,-42,-41
2021-07-28,24,-6,-12,13,-21,-46,-54
2021-07-28,25,-2,8,17,-19,-51,-66
2021-07-28,26,-15,-1,15,-31,-47,-50
2021-07-28,27,-4,11,14,-8,-50,-54
2021-07-28,28,-11,-8,16,-45,-51,-56
2021-07-28,29,-6,-2,12,-3,-47,-51
2021-07-28,30,-13,10,18,-25,-46,-57
2021-07-28,31,-3,-5,14,-17,-36,-52
2021-07-28,32,-8,-14,15,-36,-52,-55
2021-07-28,33,-15,41.5,15,-20,-45,-52
2021-07-29,1,-41,-58,0,-66,-62,-48
2021-07-29,2,-15,8,12,-46,-47,-54
2021-07-29,3,9,119,8,-2,-33,-45
2021-07-29,4,1,84,11,-7,-41,-50
2021-07-29,5,9,69,11,-12,-44,-47
2021-07-29,6,8,109,9,-3,-37,-42
2021-07-29,7,6,66,13,-2,-46,-56
2021-07-29,8,-18,32,15,-49,-43,-58
2021-07-29,9,15,75,12,-3,-43,-45
2021-07-29,10,5,109,10,-3,-43,-46
2021-07-29,11,1,62,10,-8,-46,-45
2021-07-29,12,6,72,12,-23,-45,-52
2021-07-29,13,-9,52,13,-32,-38,-57
2021-07-29,14,-5,56,11,-16,-42,-53
2021-07-29,15,7,146,11,0,-34,-40
2021-07-29,16,10,46,10,-4,-35,-45
2021-07-29,17,5,109,10,-10,-53,-46
2021-07-29,18,9,95,10,-8,-35,-40
2021-07-29,19,-16,57,15,-46,-72,-61
2021-07-29,20,-1,94,13,-23,-48,-50
2021-07-29,21,17,92,13,-4,-40,-53
2021-07-29,22,-5,41,13,-17,-45,-51
2021-07-29,23,4,240,9,-19,-42,-42
2021-07-29,24,1,63,11,-9,-46,-53
2021-07-29,25,9,80,14,-6,-45,-64
2021-07-29,26,-4,31,14,-22,-45,-47
2021-07-29,27,5,87,12,1,-48,-54
2021-07-29,28,0,28,14,-40,-49,-56
2021-07-29,29,4,60,10,8,-44,-51
2021-07-29,30,-3,46,15,-17,-41,-56
2021-07-29,31,6,52,12,-6,-35,-54
2021-07-29,32,0,14,12,-31,-50,-55
2021-07-29,33,-4,41.5,13,-9,-39,-51
2021-07-30,1,-50,-66,0,-71,-59,-52
2021-07-30,2,-23,-27,14,-53,-43,-54
2021-07-30,3,0,30,9,-12,-35,-43
2021-07-30,4,-4,8,12,-16,-39,-48
2021-07-30,5,3,3,11,-19,-44,-47
2021-07-30,6,2,13,10,-15,-37,-41
2021-07-30,7,3,8,13,-11,-43,-55
2021-07-30,8,-26,-10,15,-55,-36,-56
2021-07-30,9,10,5,12,-13,-41,-45
2021-07-30,10,-4,11,11,-15,-43,-45
2021-07-30,11,-6,-13,10,-16,-48,-43
2021-07-30,12,-1,14,13,-31,-39,-50
2021-07-30,13,-15,6,14,-37,-36,-56
2021-07-30,14,-12,-1,11,-24,-42,-53
2021-07-30,15,4,31,12,-15,-36,-42
2021-07-30,16,-1,-14,11,-12,-34,-46
2021-07-30,17,-2,22,11,-19,-54,-45
2021-07-30,18,2,23,10,-16,-33,-40
2021-07-30,19,-24,17,16,-49,-69,-61
2021-07-30,20,-5,23,14,-32,-44,-50
2021-07-30,21,7,11,14,-13,-34,-54
2021-07-30,22,-6,-9,13,-25,-42,-48
2021-07-30,23,-5,130,10,-26,-39,-41
2021-07-30,24,-5,-19,11,-21,-45,-52
2021-07-30,25,1,-1,14,-24,-46,-64
2021-07-30,26,-9,-1,13,-32,-39,-47
2021-07-30,27,-2,0,12,-12,-49,-53
2021-07-30,28,-5,-21,14,-43,-48,-55
2021-07-30,29,-8,-20,11,-8,-45,-51
2021-07-30,30,-9,1,15,-27,-38,-54
2021-07-30,31,-3,-11,12,-20,-28,-52
2021-07-30,32,-6,-27,13,-41,-48,-55
2021-07-30,33,-10,66,13,-20,-40,-50
2021-07-31,1,-11,-52,0,-44,-33,-54
2021-07-31,2,-17,-21,1,-46,-31,-16
2021-07-31,3,-4,49,1,-11,-22,-22
2021-07-31,4,-5,4,2,-22,-30,-15
2021-07-31,5,0,20,1,-24,-37,-10
2021-07-31,6,-5,58,1,-18,-27,-15
2021-07-31,7,-4,3,1,-21,-30,-3
2021-07-31,8,-27,-8,2,-46,-20,-6
2021-07-31,9,2,26,2,-21,-35,-12
2021-07-31,10,-3,47,1,-18,-32,-16
2021-07-31,11,-11,17,2,-21,-41,-12
2021-07-31,12,-6,20,1,-30,-31,-15
2021-07-31,13,-14,22,1,-38,-26,-18
2021-07-31,14,-17,12,1,-29,-28,-27
2021-07-31,15,-1,68,1,-22,-20,-3
2021-07-31,16,-6,10,1,-23,-19,-5
2021-07-31,17,-11,46,1,-21,-49,-14
2021-07-31,18,5,6,1,-18,-14,-4
2021-07-31,19,-15,46,0,-42,-54,-13
2021-07-31,20,-11,21,1,-32,-18,-1
2021-07-31,21,2,14,1,-19,-24,-17
2021-07-31,22,-15,-1,2,-29,-35,-14
2021-07-31,23,-9,123,0,-34,-24,-9
2021-07-31,24,-9,0,1,-25,-35,-19
2021-07-31,25,-6,-13,2,-27,-40,-17
2021-07-31,26,-13,12,0,-30,-28,0
2021-07-31,27,-12,-4,1,-21,-35,-12
2021-07-31,28,-6,-8,1,-30,-27,-6
2021-07-31,29,-7,-15,1,-14,-34,-19
2021-07-31,30,-17,5,1,-34,-24,-3
2021-07-31,31,-5,-14,1,-23,-19,-13
2021-07-31,32,-9,-21,2,-45,-57,-17
2021-07-31,33,-15,23,2,-29,-30,-4
2021-08-01,1,-13,-38,0,-39,-32,-54
2021-08-01,2,-15,-9,1,-39,-27,-18
2021-08-01,3,-10,66,0,-11,-27,-23
2021-08-01,4,-10,29,0,-19,-27,-12
2021-08-01,5,-9,0,1,-24,-33,-9
2021-08-01,6,-5,50,0,-17,-29,-13
2021-08-01,7,-4,9,1,-19,-28,2
2021-08-01,8,-25,9,1,-43,-17,-13
2021-08-01,9,2,25,1,-16,-32,-8
2021-08-01,10,-3,40,0,-17,-35,-12
2021-08-01,11,-12,24,1,-22,-38,-10
2021-08-01,12,-11,28,0,-31,-31,-11
2021-08-01,13,-21,35,0,-35,-29,-14
2021-08-01,14,-18,11,0,-30,-30,-27
2021-08-01,15,-6,117,0,-20,-14,5
2021-08-01,16,-4,21,1,-18,-16,-2
2021-08-01,17,-12,79,0,-18,-52,-8
2021-08-01,18,5,19,1,-14,-18,-10
2021-08-01,19,-17,53,0,-26,-56,-9
2021-08-01,20,-8,60,0,-26,-14,-2
2021-08-01,21,-3,40,1,-18,-28,-13
2021-08-01,22,-18,11,0,-25,-35,-9
2021-08-01,23,-12,153,-1,-25,-18,-6
2021-08-01,24,-10,25,0,-21,-32,-21
2021-08-01,25,-5,7,0,-27,-38,-20
2021-08-01,26,-9,30,0,-28,-28,0
2021-08-01,27,-14,12,0,-21,-32,-12
2021-08-01,28,-20,-1,-1,-28,-26,-4
2021-08-01,29,-9,33,0,-12,-37,-17
2021-08-01,30,-20,-4,0,-33,-30,5
2021-08-01,31,-10,0,1,-22,-19,-13
2021-08-01,32,-9,-15,2,-43,-57,-16
2021-08-01,33,-16,64,0,-21,-16,-4
2021-08-02,1,-52,-69,0,-72,-65,-56
2021-08-02,2,-18,-1,14,-48,-48,-58
2021-08-02,3,0,115,8,-2,-36,-48
2021-08-02,4,1,69,12,-10,-40,-53
2021-08-02,5,7,55,12,-15,-46,-51
2021-08-02,6,7,125,10,-2,-39,-45
2021-08-02,7,4,48,14,-6,-47,-58
2021-08-02,8,-27,37,14,-50,-43,-60
2021-08-02,9,9,63,12,-3,-43,-46
2021-08-02,10,4,98,10,-6,-41,-48
2021-08-02,11,-3,69,10,-8,-49,-47
2021-08-02,12,-1,87,13,-29,-50,-56
2021-08-02,13,-14,40,15,-33,-39,-60
2021-08-02,14,-10,49,12,-18,-44,-56
2021-08-02,15,9,143,12,2,-35,-42
2021-08-02,16,1,53,10,-3,-37,-46
2021-08-02,17,0,99,10,-11,-56,-47
2021-08-02,18,8,88,10,-5,-36,-43
2021-08-02,19,-21,44,17,-46,-72,-65
2021-08-02,20,-6,97,15,-24,-50,-54
2021-08-02,21,7,64,14,-4,-39,-55
2021-08-02,22,-4,45,13,-19,-44,-52
2021-08-02,23,3,280,9,-14,-38,-44
2021-08-02,24,2,57,11,-12,-47,-55
2021-08-02,25,5,54,14,-12,-50,-67
2021-08-02,26,-8,29,14,-26,-49,-51
2021-08-02,27,0,81,12,-3,-51,-56
2021-08-02,28,-2,25,15,-40,-47,-59
2021-08-02,29,-2,44,11,3,-47,-54
2021-08-02,30,-9,29,16,-21,-44,-59
2021-08-02,31,3,38,13,-3,-32,-55
2021-08-02,32,-1,3,12,-35,-53,-55
2021-08-02,33,-7,39.5,14,-6,-43,-54
2021-08-03,1,-47,-60,0,-70,-64,-57
2021-08-03,2,-18,3,14,-46,-47,-55
2021-08-03,3,-4,115,9,-3,-35,-49
2021-08-03,4,-2,64,13,-8,-39,-52
2021-08-03,5,6,63,12,-14,-47,-49
2021-08-03,6,3,92,10,-6,-39,-44
2021-08-03,7,6,52,15,-4,-47,-57
2021-08-03,8,-22,20,16,-52,-46,-61
2021-08-03,9,12,59,13,-3,-46,-47
2021-08-03,10,2,85,11,-6,-44,-48
2021-08-03,11,-7,49,10,-11,-47,-47
2021-08-03,12,-3,70,14,-31,-49,-54
2021-08-03,13,-14,33,14,-34,-39,-59
2021-08-03,14,-7,45,12,-18,-44,-57
2021-08-03,15,4,134,13,-4,-35,-41
2021-08-03,16,3,49,11,-3,-38,-46
2021-08-03,17,-1,102,11,-12,-55,-46
2021-08-03,18,5,95,11,-8,-36,-43
2021-08-03,19,-21,46,17,-45,-73,-64
2021-08-03,20,-5,101,15,-28,-50,-51
2021-08-03,21,10,69,15,-6,-39,-54
2021-08-03,22,-8,44,14,-20,-45,-52
2021-08-03,23,0,231,10,-14,-42,-44
2021-08-03,24,5,50,12,-14,-46,-56
2021-08-03,25,6,59,16,-11,-48,-67
2021-08-03,26,-9,28,14,-27,-48,-50
2021-08-03,27,-2,77,13,-5,-48,-56
2021-08-03,28,-1,27,15,-41,-50,-59
2021-08-03,29,-3,40,12,-1,-48,-54
2021-08-03,30,-10,34,17,-19,-44,-58
2021-08-03,31,-1,39,14,-5,-33,-56
2021-08-03,32,0,8,13,-33,-52,-54
2021-08-03,33,-10,39.5,14,-12,-43,-54
2021-08-04,1,-45,-55,0,-69,-63,-52
2021-08-04,2,-16,7,12,-45,-47,-56
2021-08-04,3,4,120,8,-4,-34,-47
2021-08-04,4,-5,62,13,-8,-39,-51
2021-08-04,5,4,75,12,-13,-44,-50
2021-08-04,6,6,99,10,-3,-38,-44
2021-08-04,7,3,63,14,-2,-45,-56
2021-08-04,8,-23,35,15,-51,-43,-58
2021-08-04,9,7,76,12,-2,-43,-45
2021-08-04,10,1,97,10,-3,-42,-49
2021-08-04,11,-5,64,10,-12,-47,-46
2021-08-04,12,2,84,12,-27,-47,-52
2021-08-04,13,-14,52,13,-21,-34,-59
2021-08-04,14,-7,42,11,-21,-45,-54
2021-08-04,15,8,132,12,-2,-31,-41
2021-08-04,16,-1,70,11,-4,-37,-46
2021-08-04,17,-3,124,10,-11,-54,-46
2021-08-04,18,4,100,10,-8,-35,-40
2021-08-04,19,-22,60,17,-46,-72,-63
2021-08-04,20,-4,115,14,-25,-50,-51
2021-08-04,21,11,78,14,-4,-36,-53
2021-08-04,22,-8,59,13,-17,-45,-52
2021-08-04,23,0,264,9,-20,-37,-41
2021-08-04,24,0,57,11,-14,-43,-55
2021-08-04,25,3,73,15,-7,-49,-65
2021-08-04,26,-7,34,13,-24,-44,-50
2021-08-04,27,0,99,13,-3,-48,-55
2021-08-04,28,-2,27,14,-40,-44,-57
2021-08-04,29,0,50,11,3,-46,-53
2021-08-04,30,-8,43,16,-16,-42,-56
2021-08-04,31,3,48,13,-7,-32,-53
2021-08-04,32,-1,19,13,-29,-48,-54
2021-08-04,33,-8,39.5,13,-9,-41,-53
2021-08-05,1,-45,-61,0,-67,-63,-52
2021-08-05,2,-21,-12,14,-48,-49,-56
2021-08-05,3,2,66,8,-9,-30,-47
2021-08-05,4,-5,31,13,-13,-42,-51
2021-08-05,5,4,40,12,-13,-45,-48
2021-08-05,6,2,44,11,-9,-38,-45
2021-08-05,7,2,32,15,-7,-48,-56
2021-08-05,8,-23,2,16,-53,-43,-59
2021-08-05,9,5,28,13,-3,-43,-46
2021-08-05,10,0,40,11,-10,-46,-48
2021-08-05,11,-4,25,11,-12,-49,-46
2021-08-05,12,1,36,13,-28,-46,-52
2021-08-05,13,-13,12,14,-36,-40,-58
2021-08-05,14,-8,10,12,-22,-43,-55
2021-08-05,15,2,54,13,-8,-38,-42
2021-08-05,16,5,21,11,-7,-37,-46
2021-08-05,17,0,48,11,-16,-54,-47
2021-08-05,18,3,33,11,-14,-40,-42
2021-08-05,19,-21,29,17,-49,-72,-63
2021-08-05,20,-7,57,15,-29,-49,-52
2021-08-05,21,12,41,14,-7,-39,-54
2021-08-05,22,-11,6,14,-21,-48,-52
2021-08-05,23,-1,159,10,-22,-43,-43
2021-08-05,24,-7,0,12,-16,-49,-54
2021-08-05,25,2,33,16,-17,-49,-66
2021-08-05,26,-9,6,14,-28,-46,-47
2021-08-05,27,-4,41,13,-6,-51,-56
2021-08-05,28,-6,0,16,-43,-47,-57
2021-08-05,29,-4,14,12,-1,-46,-53
2021-08-05,30,-9,5,17,-24,-41,-58
2021-08-05,31,1,17,14,-10,-37,-55
2021-08-05,32,-2,-1,14,-34,-55,-56
2021-08-05,33,-12,39.5,15,-15,-42,-53
2021-08-06,1,-48,-64,0,-71,-60,-54
2021-08-06,2,-22,-26,13,-52,-44,-55
2021-08-06,3,1,39,9,-14,-31,-44
2021-08-06,4,-5,24,12,-17,-39,-49
2021-08-06,5,3,34,11,-21,-45,-47
2021-08-06,6,4,28,10,-13,-35,-43
2021-08-06,7,4,38,13,-12,-43,-56
2021-08-06,8,-24,0,14,-54,-35,-56
2021-08-06,9,7,26,12,-12,-41,-45
2021-08-06,10,-2,32,11,-15,-44,-46
2021-08-06,11,-5,8,10,-17,-49,-44
2021-08-06,12,3,34,12,-31,-41,-51
2021-08-06,13,-18,3,14,-39,-37,-56
2021-08-06,14,-11,12,11,-24,-42,-53
2021-08-06,15,5,54,12,-13,-35,-43
2021-08-06,16,1,7,10,-13,-34,-47
2021-08-06,17,-4,40,10,-19,-52,-45
2021-08-06,18,2,37,10,-15,-36,-40
2021-08-06,19,-23,22,16,-50,-70,-62
2021-08-06,20,-7,42,14,-34,-45,-51
2021-08-06,21,7,25,13,-13,-35,-54
2021-08-06,22,-7,4,13,-28,-44,-49
2021-08-06,23,-4,153,9,-26,-37,-41
2021-08-06,24,-5,-12,11,-20,-45,-53
2021-08-06,25,3,20,13,-22,-48,-65
2021-08-06,26,-9,2,13,-34,-40,-48
2021-08-06,27,-4,35,11,-12,-47,-54
2021-08-06,28,-4,-14,14,-44,-44,-55
2021-08-06,29,-7,-9,11,-8,-45,-52
2021-08-06,30,-11,0,15,-30,-39,-55
2021-08-06,31,-1,3,12,-20,-29,-52
2021-08-06,32,-7,-13,14,-40,-53,-54
2021-08-06,33,-11,39.5,13,-19,-39,-51
2021-08-07,1,-19,-51,0,-44,-35,-56
2021-08-07,2,-21,-35,3,-47,-32,-18
2021-08-07,3,-10,19,2,-19,-27,-23
2021-08-07,4,-7,-8,3,-24,-25,-19
2021-08-07,5,-4,-9,2,-28,-40,-13
2021-08-07,6,-7,22,2,0,-18,-17
2021-08-07,7,-6,-4,3,-24,-31,-8
2021-08-07,8,-32,-25,3,-49,-20,-7
2021-08-07,9,-6,-3,3,-22,-36,-13
2021-08-07,10,-7,23,3,-22,-34,-18
2021-08-07,11,-13,5,3,-25,-39,-18
2021-08-07,12,-15,2,3,-34,-31,-19
2021-08-07,13,-16,2,3,-38,-30,-20
2021-08-07,14,-21,-17,2,-35,-33,-30
2021-08-07,15,-3,36,3,-26,-16,-5
2021-08-07,16,-10,-17,2,-27,-24,-8
2021-08-07,17,-12,20,2,-24,-49,-15
2021-08-07,18,0,0,2,-19,-23,-6
2021-08-07,19,-21,1,3,-46,-56,-15
2021-08-07,20,-17,6,3,-36,-22,-4
2021-08-07,21,-5,-10,3,-26,-28,-19
2021-08-07,22,-18,-12,3,-34,-41,-14
2021-08-07,23,-11,221,2,-30,-23,-11
2021-08-07,24,-13,-32,2,-30,-37,-22
2021-08-07,25,-5,-24,3,-32,-40,-16
2021-08-07,26,-20,-7,2,-37,-29,-1
2021-08-07,27,-14,-19,2,-27,-41,-17
2021-08-07,28,-11,-24,2,-33,-24,-9
2021-08-07,29,-15,-39,3,-24,-37,-22
2021-08-07,30,-23,-27,2,-40,-32,-3
2021-08-07,31,-9,-33,3,-26,-20,-15
2021-08-07,32,-14,-35,3,-47,-59,-23
2021-08-07,33,-15,15,3,-29,-25,-7
2021-08-08,1,-23,-47,0,-43,-37,-56
2021-08-08,2,-21,-29,2,-42,-31,-18
2021-08-08,3,-13,35,1,-16,-28,-23
2021-08-08,4,-13,-6,2,-24,-25,-10
2021-08-08,5,-9,-9,1,-27,-33,-11
2021-08-08,6,-8,2,1,-19,-31,-13
2021-08-08,7,-8,-3,1,-22,-28,0
2021-08-08,8,-28,-15,1,-45,-16,-13
2021-08-08,9,-3,6,1,-16,-35,-8
2021-08-08,10,-4,7,1,-19,-34,-11
2021-08-08,11,-10,11,1,-23,-34,-12
2021-08-08,12,-12,7,1,-35,-29,-7
2021-08-08,13,-21,14,1,-36,-32,-14
2021-08-08,14,-20,-16,1,-20,-22,-28
2021-08-08,15,-10,26,1,-25,-15,5
2021-08-08,16,-5,2,1,-20,-19,-5
2021-08-08,17,-16,31,1,-21,-50,-10
2021-08-08,18,-5,5,1,-21,-21,-9
2021-08-08,19,-23,17,1,-45,-62,-13
2021-08-08,20,-15,30,1,-31,-18,-2
2021-08-08,21,-5,3,1,-25,-28,-13
2021-08-08,22,-18,-9,1,-29,-40,-10
2021-08-08,23,-13,131,0,-23,-21,-7
2021-08-08,24,-14,-13,0,-26,-36,-22
2021-08-08,25,-11,-18,1,-35,-48,-21
2021-08-08,26,-12,5,1,-31,-31,0
2021-08-08,27,-15,-3,1,-23,-38,-12
2021-08-08,28,-21,-13,0,-32,-23,-6
2021-08-08,29,-12,-3,1,-17,-37,-19
2021-08-08,30,-25,-20,0,-36,-31,7
2021-08-08,31,-12,-14,1,-26,-23,-13
2021-08-08,32,-11,-28,3,-43,-58,-21
2021-08-08,33,-19,33,1,-25,-14,-1
2021-08-09,1,-54,-64,0,-72,-66,-58
2021-08-09,2,-23,-15,15,-50,-48,-59
2021-08-09,3,-5,54,9,-7,-35,-49
2021-08-09,4,-5,12,13,-16,-42,-53
2021-08-09,5,5,22,12,-14,-48,-50
2021-08-09,6,2,38,11,-7,-42,-45
2021-08-09,7,2,25,15,-8,-49,-59
2021-08-09,8,-31,9,16,-53,-42,-61
2021-08-09,9,1,27,13,-3,-44,-47
2021-08-09,10,-4,37,11,-13,-42,-48
2021-08-09,11,-10,16,11,-13,-52,-48
2021-08-09,12,-3,41,14,-32,-50,-54
2021-08-09,13,-15,14,16,-35,-37,-61
2021-08-09,14,-13,5,12,-23,-46,-56
2021-08-09,15,2,31,13,-7,-38,-42
2021-08-09,16,-2,5,11,-6,-40,-48
2021-08-09,17,-5,36,11,-15,-55,-47
2021-08-09,18,3,41,11,-9,-36,-44
2021-08-09,19,-27,10,18,-49,-73,-66
2021-08-09,20,-11,57,16,-31,-52,-55
2021-08-09,21,1,26,15,-12,-44,-56
2021-08-09,22,-10,12,14,-21,-46,-53
2021-08-09,23,-2,181,10,-18,-36,-45
2021-08-09,24,-5,-6,12,-18,-48,-56
2021-08-09,25,0,17,15,-19,-50,-67
2021-08-09,26,-11,9,15,-29,-48,-51
2021-08-09,27,-2,45,13,-3,-54,-57
2021-08-09,28,-8,5,15,-43,-46,-60
2021-08-09,29,-7,5,12,-4,-47,-54
2021-08-09,30,-14,2,17,-26,-46,-60
2021-08-09,31,-2,10,14,-8,-34,-55
2021-08-09,32,-7,-12,14,-38,-55,-57
2021-08-09,33,-9,48.5,15,-11,-41,-54
2021-08-10,1,-45,-58,0,-69,-64,-55
2021-08-10,2,-16,15,13,-44,-45,-56
2021-08-10,3,-3,128,8,-6,-31,-47
2021-08-10,4,-3,87,12,-6,-39,-52
2021-08-10,5,7,90,12,-12,-46,-49
2021-08-10,6,6,119,9,-1,-39,-43
2021-08-10,7,7,70,14,-1,-45,-56
2021-08-10,8,-18,38,14,-48,-42,-59
2021-08-10,9,9,76,12,1,-43,-47
