date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-03-08,4.7,-1,10.5,0,,259.3,5.8,18.5,1023.8,
2021-03-09,6.8,1,13.2,0,,251.6,14.2,35.2,1020.1,
2021-03-10,7.8,5.7,10.9,9.5,,197.9,26.7,63,1007.4,
2021-03-11,9.2,5.1,12.3,2.3,,248.3,36.9,70.4,996.3,
2021-03-12,7.2,4.5,11.1,2,,228.3,27.1,63,1002.1,
2021-03-13,6.9,3.7,11.2,6.1,,257.3,30.7,64.8,995.9,
2021-03-14,7.5,3.6,10.2,0.8,,271.2,21.8,40.8,1013.1,
2021-03-15,9.5,7.1,12.2,0.3,,311,15.9,33.3,1020.6,
2021-03-16,10.1,6.9,14.2,0,,308.4,14,29.6,1027.6,
2021-03-17,7.4,4.3,10,0,,338.8,10,22.2,1033.3,
2021-03-18,7.5,3.3,10.4,0.8,,335.7,10,24.1,1028.9,
2021-03-19,8.1,4.6,11.5,0.8,,28.3,13.1,27.8,1028.2,
2021-03-20,7.4,2.9,10.8,0,,310.1,7.1,18.5,1031.2,
2021-03-21,8.7,5.7,11.7,0,,5.5,9.3,24.1,1028.8,
2021-03-22,8.6,3.8,14,0,,274.8,7.3,22.2,1026.5,
2021-03-23,7.4,1.8,13.3,0,,227.4,11.5,33.3,1024.2,
2021-03-24,8.4,2.2,12.9,0,,219.3,11.3,29.6,1020.9,
2021-03-25,8.5,2.8,13.1,0,,227.4,15.1,38.9,1018.4,
2021-03-26,8.8,4.8,12.2,0,,212.1,21.5,42.6,1010.8,
2021-03-27,7.4,2.4,11.2,3,,240.2,24.4,42.6,1020.6,
2021-03-28,10.6,8.1,12.7,0,,,,,,
2021-03-29,12.6,7.8,19.6,0,,221.2,20.6,40.8,1026.6,
2021-03-30,13.6,3,23.4,0,,216.5,5.8,22.2,1027.6,
2021-03-31,14.4,7.4,19.7,0,,112.7,4.6,22.2,1020.6,
2021-04-01,10.5,6.4,14.7,0,,34.5,16,35.2,1024.3,
2021-04-02,7.1,5.4,10.5,0,,37.5,18.4,33.3,1030.3,
2021-04-03,7.1,5.7,9.3,0,,24.2,15.2,29.6,1032.2,
2021-04-04,8.3,2,15.2,0,,286,11.4,29.6,1026.1,
2021-04-05,6,3.1,8.6,0,,320.1,16.6,37,1018.4,
2021-04-06,2.7,0.1,7.6,0,,307.3,15.2,35.2,1020.8,
2021-04-07,2.9,-2.4,6.4,0,,291.7,12.2,29.6,1023.8,
2021-04-08,7.4,2,12,0,,244.4,14.9,37,1021.7,
2021-04-09,8.7,4.8,13.6,0,,257.4,12.5,27.8,1013.6,
2021-04-10,6.7,5.1,8.4,0,,46,12.5,27.8,1013.2,
2021-04-11,4.3,1,9.2,0,,351.2,10.5,25.9,1019.2,
2021-04-12,4.7,-1.4,9.7,0.3,,289.8,6.9,20.4,1028.6,
2021-04-13,6.1,-0.8,11.6,1.5,,288.4,4,18.5,1032.6,
2021-04-14,7,2.5,12.4,0,,61,8.5,25.9,1032.7,
2021-04-15,6.1,1,10.6,0,,34.1,8,25.9,1033.2,
2021-04-16,6.1,0.7,12.1,0,,32,7.7,20.4,1031.3,
2021-04-17,7.4,-0.1,13.6,0,,33.7,7.7,20.4,1029.1,
2021-04-18,9.1,1.1,15.5,0,,36.1,5.6,16.7,1025.1,
2021-04-19,10.6,2.9,17.1,0,,96.1,7.1,20.4,1021.4,
2021-04-20,11.1,4.4,17.3,0,,70.6,7.1,16.7,1018,
2021-04-21,10,6.9,14,0,,54.3,11.7,35.2,1021,
2021-04-22,8,2.4,14.2,0,,76.1,15.1,33.3,1027.1,
2021-04-23,9.4,2.3,17.2,0,,68.4,12.3,37,1028.5,
2021-04-24,10.3,3.7,16.5,0,,62.8,14,38.9,1027.5,
2021-04-25,8.8,4.6,14,0,,57.9,17.4,38.9,1028.1,
2021-04-26,7.8,4.4,13.6,0,,52.3,13.5,31.5,1021.7,
2021-04-27,9.4,1.6,15.9,0,,13.1,5.9,20.4,1010.6,
2021-04-28,8.3,6.2,12.4,0,,38.2,11.6,31.5,1006.5,
2021-04-29,7.7,3.6,10.6,5.6,,350.2,10.1,27.8,1011.3,
2021-04-30,7.7,4,12.5,0,,2.7,7.6,18.5,1015.1,
2021-05-01,7.9,3,12.7,0,,10.5,8.1,20.4,1016.4,
2021-05-02,9.1,4.9,13.9,0,,267.2,8,25.9,1020.3,
2021-05-03,9.6,5.7,14,0.3,,216.5,27.4,68.5,1013.1,
2021-05-04,9.9,7.1,15.1,7.6,,266.6,32.7,64.8,999.8,
2021-05-05,6.9,3,13.6,0.3,,274.7,13.4,33.3,1008.7,
2021-05-06,7.2,1.6,12.2,4.3,,284.4,8.7,27.8,1007.3,
2021-05-07,9.1,4.3,13.7,0,,280.3,11.1,27.8,1015.2,
2021-05-08,12.3,6.5,16,5.3,,187,19.5,51.8,1005.8,
2021-05-09,15.7,12.8,20.3,4.3,,189.2,17.7,38.9,997.3,
2021-05-10,12.4,10.2,17.1,1.3,,206.6,18.3,50,1000.1,
2021-05-11,11.9,5.5,17.2,1.3,,151.5,13.5,37,1007,
2021-05-12,12.5,8.9,16.7,0,,181,14.4,29.6,1008.5,
2021-05-13,11,9.2,14.5,0.8,,63.6,11.3,29.6,1006,
2021-05-14,10.4,8.2,13.3,3.3,,17.4,8.9,22.2,1009.1,
2021-05-15,10.9,8.5,14.7,1.3,,171.3,10.6,24.1,1001.2,
2021-05-16,10.8,7.5,14.2,3.3,,215.5,10.8,31.5,998,
2021-05-17,11.5,9.7,16.3,12.7,,285.1,11.3,29.6,1004.7,
2021-05-18,10.9,5.5,17.1,5.1,,288.5,7.2,35.2,1013.2,
2021-05-19,12,8.6,18.3,3.3,,288.5,12.6,27.8,1017.5,
2021-05-20,11.1,6.5,14.1,0.5,,207.8,17.6,66.7,1013.3,
2021-05-21,11.3,10.2,13.3,0.8,,223.1,34.3,72,996.9,
2021-05-22,10.6,7.7,14.1,3.6,,275.8,13.8,42.6,1002.8,
2021-05-23,9.6,4,13.2,2.3,,214.4,17.5,46.3,1008.2,
2021-05-24,9.7,6.8,12.4,15.5,,223,14.7,37,1003.1,
2021-05-25,10.7,6.1,14.9,6.1,,278.3,14,42.6,1013.5,
2021-05-26,11.4,5.3,16.1,0.3,,302.7,11.4,27.8,1014.7,
2021-05-27,14.7,7.4,21.1,0,,297,4.9,20.4,1020,
2021-05-28,14.9,10.4,19.4,0,,125.9,5.1,18.5,1023.2,
2021-05-29,15.3,11.5,21.6,1.3,,58.3,8.9,27.8,1026.5,
2021-05-30,13,8.6,21.1,0,,59.3,10.2,27.8,1027.6,
2021-05-31,15.8,9,24.1,0,,55.2,9.8,31.5,1021.6,
2021-06-01,18.6,10.8,25.7,0,,71.9,13.4,37,1015.2,
2021-06-02,20.5,12.9,27,0,,64.9,10.8,29.6,1012.6,
2021-06-03,18.9,17,23.6,0,,265.8,11,27.8,1018.2,
2021-06-04,14.7,12.6,16.3,0,,331.7,6.5,18.5,1022.8,
2021-06-05,17.1,9.8,23,7.4,,279.7,7.2,24.1,1024.3,
2021-06-06,17.4,13.3,23.1,0,,261.2,6.7,22.2,1024.5,
2021-06-07,17.9,13.7,22.6,0.3,,195.3,9.5,27.8,1023.9,
2021-06-08,18.6,11.5,23.8,0,,250,8.6,25.9,1023.2,
2021-06-09,19.2,11.4,25.6,0,,242.6,10.5,35.2,1021.7,
2021-06-10,19.3,15.6,23,0,,225.5,11.9,35.2,1020.9,
2021-06-11,19.8,16.4,24.5,0,,252.5,15.5,37,1019.8,
2021-06-12,19.3,13.3,24.1,0,,298.7,10.4,25.9,1023.3,
2021-06-13,21.6,14.5,27.8,0,,246.6,7.7,27.8,1026.1,
2021-06-14,22,15.4,27.7,0,,291.3,8.8,25.9,1020.9,
2021-06-15,20.1,14.8,25.9,0,,46.7,9.4,25.9,1020.6,
2021-06-16,21.6,14.8,27.8,0,,187.2,10.8,31.5,1012.3,
2021-06-17,19.2,16.9,20.9,4.3,,353.5,8.2,22.2,1010.5,
2021-06-18,14.3,12.4,16.7,7.9,,9.9,12,29.6,1013.2,
2021-06-19,13.8,11.9,15.9,27.4,,30,9.4,27.8,1014.1,
2021-06-20,14.7,12.9,18.4,0.3,,45.3,10.9,27.8,1008.9,
2021-06-21,13,11.9,14.3,0.3,,37.5,16.7,31.5,1012.5,
2021-06-22,14,11.3,17,4.3,,21.7,13.9,31.5,1020.3,
2021-06-23,15.3,8,21.7,0,,356.5,7.2,20.4,1023.4,
2021-06-24,16.3,9.5,19.7,0,,281.2,8.7,25.9,1021.6,
2021-06-25,17.5,13.6,22.2,0.3,,276.6,12.1,25.9,1016.3,
2021-06-26,17.9,13.9,23.6,0,,75.5,11.5,27.8,1017.3,
2021-06-27,17.4,15.5,20.3,0,,38.3,10.9,31.5,1015.6,
2021-06-28,16.9,15.1,19.9,33.3,,19.1,9.6,24.1,1014.4,
2021-06-29,15.9,14.1,18.9,0.5,,10.9,9.6,22.2,1015.3,
2021-06-30,15.3,13.5,18,2.8,,353.7,7,20.4,1017.4,
2021-07-01,17.4,12.5,21,0,,350.9,6,18.5,1017.6,
2021-07-02,18.8,15.3,23.5,0,,217.7,8.3,24.1,1016,
2021-07-03,18.1,16.4,21.5,0.5,,169.6,11.6,33.3,1011.9,
2021-07-04,16.9,14.7,20.7,0.3,,186.6,15.7,37,1007.6,
2021-07-05,16.2,13.7,21.4,6.1,,200.9,12.9,37,1004.8,
2021-07-06,15.2,13.1,18.6,13.7,,205.5,20.1,46.3,999.5,
2021-07-07,16.7,13.1,20.8,3,,203.6,15.9,35.2,1011.2,
2021-07-08,17.2,14.5,20.1,0,,208.1,10.2,27.8,1019.3,
2021-07-09,18.5,15.2,24,1.3,,231.5,11.5,27.8,1020.6,
2021-07-10,15.7,13.6,19.4,0,,256.1,6,22.2,1016.7,
2021-07-11,16.4,11.6,20.7,0.5,,190.2,8.9,25.9,1015.3,
2021-07-12,16.9,14,21.7,2.5,,20.1,5.9,20.4,1011.2,
2021-07-13,18.6,14.9,22.1,5.8,,350.6,7.1,24.1,1014.6,
2021-07-14,19.8,14.9,24.7,0,,314.9,12,27.8,1017.9,
2021-07-15,18.3,14.2,21.7,0,,350.7,8.2,25.9,1022.3,
2021-07-16,19.6,11.3,26.4,0,,10.6,8.8,25.9,1026.6,
2021-07-17,21.9,15.6,28,0,,29.8,7.1,20.4,1028,
2021-07-18,24.4,15.9,30.8,0,,324.8,5.6,20.4,1024.8,
2021-07-19,24.4,18.1,31.1,0,,311.4,6.6,20.4,1020.7,
2021-07-20,23.7,17.6,32,0,,109.9,8.9,24.1,1019.6,
2021-07-21,23.9,17.7,30.1,0,,34.5,6.6,22.2,1021.9,
2021-07-22,22.8,17.9,29,0,,76.4,8.2,24.1,1022.5,
2021-07-23,19.3,15.7,24.7,0,,52.4,11.5,35.2,1017.1,
2021-07-24,18.3,16,23.1,0,,50.1,11.8,29.6,1008.6,
2021-07-25,18.6,16.8,20.9,0.3,,7.9,7.3,20.4,1007.6,
2021-07-26,19.8,15.3,25.6,7.1,,287.5,6.8,25.9,1009.7,
2021-07-27,18.7,17,21.3,0,,226.9,11.9,25.9,1008.3,
2021-07-28,16.7,13.9,19.9,1.5,,234.8,18.8,44.5,1006.9,
2021-07-29,17.1,12,23.2,10.7,,237.1,20.9,44.5,1009.6,
2021-07-30,16.1,14.3,19.1,1.5,,222.6,19.4,50,1003.2,
2021-07-31,16.2,12.9,19.4,1.8,,275.8,9.7,29.6,1009.1,
2021-08-01,16.9,14.7,21.8,4.6,,315.2,6.8,22.2,1011.2,
2021-08-02,15.9,12.7,20.7,0,,75.5,7,22.2,1014.9,
2021-08-03,16.2,10.6,22.7,0,,105.5,7.9,24.1,1013.1,
2021-08-04,17.5,11.7,23.2,0,,135.4,8.3,22.2,1012.8,
2021-08-05,16.7,12.7,20,0,,173,16.6,42.6,1005.2,
2021-08-06,17.3,14.5,22.7,2.3,,240.1,15.2,48.2,998.4,
2021-08-07,16.2,13.5,20.6,3.8,,198.8,16.1,38.9,997.8,
2021-08-08,16.1,13.5,19.7,11.7,,236.2,19.4,44.5,1005.2,
2021-08-09,16.1,12.7,22,7.6,,219.8,14.3,37,1011.5,
2021-08-10,17.7,12.3,23.9,12.7,,239.4,10.7,29.6,1015.3,
2021-08-11,18.1,12.9,24.5,0,,224.9,12,33.3,1018,
2021-08-12,18.1,15.9,22.1,0,,209.3,12.5,35.2,1018.2,
2021-08-13,17.6,13.6,21.6,0.3,,225.4,15.8,38.9,1020.8,
2021-08-14,18.9,14.2,24.5,0,,225.6,13.3,31.5,1019.9,
2021-08-15,18.3,14.1,23.8,0,,231.3,13.8,38.9,1013.6,
2021-08-16,15.9,13.4,18.7,0,,296,14.4,31.5,1016.9,
2021-08-17,15.8,11.4,18.5,0,,270.8,14.6,31.5,1019.8,
2021-08-18,18.3,15.3,23.5,0.5,,268.3,14.9,37,1016.9,
2021-08-19,17.2,13.7,20.8,0,,246.5,11.7,29.6,1014.3,
2021-08-20,17.5,13.5,20.9,0.5,,236.3,11,24.1,1016,
2021-08-21,17.6,15.6,20.6,0,,147.1,7.9,27.8,1015.5,
2021-08-22,18.4,15.4,22.6,2.3,,312.7,11,27.8,1018.6,
2021-08-23,17.5,15.3,21,0.5,,20.4,8.6,24.1,1027.5,
2021-08-24,17.4,12.4,22.9,0,,40.4,11,27.8,1029.4,
2021-08-25,17.2,13.4,21.7,0,,25.9,9.7,24.1,1025.8,
2021-08-26,16.9,15.7,18.7,0,,10,10.1,25.9,1022.2,
2021-08-27,15.6,12.8,19.6,0,,3,8.9,24.1,1023.4,
2021-08-28,15.9,11.3,20.1,0,,13,9,25.9,1025.9,
2021-08-29,15.2,10.4,19.5,0,,9.6,8.9,24.1,1025.4,
2021-08-30,15.6,13.8,17.1,0,,15.4,11.4,27.8,1026.1,
2021-08-31,15.6,14,18.4,0,,11.7,8,25.9,1029.3,
2021-09-01,16.1,14,18.6,0,,20,9.9,25.9,1030.8,
2021-09-02,16.8,15,20.2,0,,38,13.5,29.6,1027.8,
2021-09-03,17.2,13.6,21.9,0,,49.5,9.8,24.1,1021.8,
2021-09-04,16.6,12.4,19.6,0,,37,7.5,24.1,1018.9,
2021-09-05,18.9,14.3,26.1,0,,62.6,7.9,18.5,1020.4,
2021-09-06,20.7,14.5,28.2,0,,60.2,3.6,16.7,1023,
2021-09-07,22.3,15.6,30,0,,48.6,5.9,29.6,1020.8,
2021-09-08,22.2,15.8,30.1,0,,75.5,10.7,31.5,1012.9,
2021-09-09,18.8,16.8,23.3,2.5,,189.9,11.7,33.3,1008.5,
2021-09-10,18.4,16.9,21.1,0.3,,207.2,12.5,31.5,1010.5,
2021-09-11,18.6,15.1,23.4,1.8,,256.3,13.5,31.5,1016.1,
2021-09-12,16.8,12,20.4,0,,349.7,4.6,20.4,1018.7,
2021-09-13,17.1,14.1,20.9,0,,69.1,12.8,29.6,1017.8,
2021-09-14,17.4,15.7,20.7,3.6,,23.5,6.2,22.2,1011.9,
2021-09-15,17.2,14.6,21.2,10.7,,343.6,6.5,18.5,1014.1,
2021-09-16,16.3,10.9,23.7,0,,246.9,8.6,22.2,1017.5,
2021-09-17,16.6,13.3,22.1,0,,198.3,8.2,29.6,1014.7,
2021-09-18,18.3,12.5,25.2,0,,87.6,6.7,25.9,1013.9,
2021-09-19,15.8,14.5,18.2,0,,335.4,4.4,18.5,1014.4,
2021-09-20,15.7,11.7,20.5,3.8,,346.2,9.6,24.1,1022.6,
2021-09-21,15.4,9.9,22.2,0,,299,3.6,16.7,1030.1,
2021-09-22,15.2,10.5,23,0,,260.5,8.2,31.5,1027.7,
2021-09-23,16.1,12,21,0,,261.7,14.4,35.2,1020.2,
2021-09-24,17.1,13,23,0,,242,13.7,31.5,1016,
2021-09-25,16.8,14,18,0,,227.5,7,20.4,1014.1,
2021-09-26,16.8,13,22,0,,187.5,12.1,31.5,1011.5,
2021-09-27,15.9,12,18,6.2,,217.4,22.4,50,1010.5,
2021-09-28,13.6,9,17,4.6,,187.6,18.3,44.5,1015.3,
2021-09-29,11.7,8.6,16.7,17,,279.7,15.8,42.6,1019.1,
2021-09-30,12.8,7.3,16.5,0.8,,209,15.1,51.8,1020.8,
2021-10-01,14.6,10.5,18.6,3.6,,229.3,17.2,44.5,1010.2,
2021-10-02,11.7,7.2,14.9,2.8,,149.4,14.1,42.6,998.9,
2021-10-03,12.5,10.4,16.6,17.5,,222,19.2,48.2,997.4,
2021-10-04,12.8,10.3,17.2,2.5,,189.8,17.9,38.9,1008.1,
2021-10-05,12.7,10.8,14.7,11.7,,239.2,22.9,55.5,1002.3,
2021-10-06,12.9,9.5,17.1,0.3,,268.6,17.1,44.5,1018.3,
2021-10-07,15,11.8,17.8,0,,185.4,8.4,20.4,1025.9,
2021-10-08,15.2,12.9,17.5,0.3,,235.7,5.5,16.7,1029.5,
2021-10-09,12.3,8,19.1,0.3,,39.2,4.1,14.8,1028.3,
2021-10-10,13.2,8.5,18.9,0,,320.1,6.8,22.2,1029.4,
2021-10-11,11.2,7.8,16.1,0,,304.8,6.5,20.4,1030.6,
2021-10-12,11.9,6.8,16.8,0,,308.1,9.1,22.2,1026.1,
2021-10-13,12.2,7.3,16.2,0,,258.7,6.7,18.5,1027.8,
2021-10-14,13.9,9.7,19.3,0,,245.3,14,33.3,1024,
2021-10-15,12.8,9.3,15,0,,23,9.8,29.6,1020.3,
2021-10-16,11.8,8.4,17.7,0,,134.4,6.3,20.4,1020.5,
2021-10-17,12.6,8.8,17.9,0.8,,180,9.2,27.8,1017.4,
2021-10-18,13.1,7.4,16.8,2.5,,172.4,12.6,35.2,1016.3,
2021-10-19,17.8,16.3,20.5,4,,210.4,23.8,51.8,1012,
2021-10-20,15.6,10.3,18.9,26.5,,218.4,21.1,48.2,999,
2021-10-21,9.5,5.6,12.2,4.9,,291.9,17,38.9,1007.1,
2021-10-22,9.3,5.1,13.6,0,,271.4,16.7,37,1021,
2021-10-23,11.5,9.6,13.7,0,,201,10.4,29.6,1024.9,
2021-10-24,13,11.2,15.3,0,,190.3,14.7,35.2,1018.2,
2021-10-25,12.5,10.7,14.7,0.6,,221.7,13.5,29.6,1015.3,
2021-10-26,12.6,9.4,15.7,0,,218,16.4,37,1017.9,
2021-10-27,15.2,14.2,17.4,0,,207.8,23,46.3,1017.2,
2021-10-28,14.8,13.6,17,0,,184.3,20.8,42.6,1010.5,
2021-10-29,13.9,11.7,15.5,4.6,,169.8,19.7,40.8,1000.7,
2021-10-30,11.5,10.2,13.6,10.2,,176.5,17.3,38.9,1000,
